tau,s_tmp,cash,delta,pv,r,q,PL,cash,asset,debt,PL,,,
966,130.021,-0.0121759,0.00335108,0.435711,0.0140827,0.000464961,-0.0121759,-0.0121751,0.435710773,-0.435711,-1.2175%,,,
967,131.566,-0.0121764,0.00335109,0.440889,0.0140805,0.000413007,-0.0121764,-0.0121764,0.440889507,-0.440889,-1.2176%,,,
968,131.305,-0.0121769,0.00335109,0.440015,0.0140784,0.000361053,-0.0121769,-0.0121764,0.440014872,-0.440015,-1.2177%,,,
969,130.608,-0.0121774,0.00335109,0.437679,0.0140762,0.000309098,-0.0121774,-0.0121765,0.437679163,-0.437679,-1.2176%,,,
970,131.809,-0.0121778,0.00335109,0.441704,0.014074,0.000257144,-0.0121778,-0.0121767,0.441703822,-0.441704,-1.2177%,,,
971,133.17,-0.0121783,0.0033511,0.446265,0.0140718,0.000205189,-0.0121783,-0.0121782,0.446265987,-0.446265,-1.2177%,,,
972,134.034,-0.0121788,0.0033511,0.449161,0.0140696,0.000153235,-0.0121788,-0.0121785,0.449161337,-0.449161,-1.2178%,,,
973,133.834,-0.0121792,0.0033511,0.448491,0.0140674,0.00010128,-0.0121792,-0.0121788,0.448491117,-0.448491,-1.2179%,,,
974,132.166,-0.0121797,0.0033511,0.442901,0.0140652,4.93E-05,-0.0121797,-0.0121792,0.442901483,-0.442901,-1.2179%,,,
975,131.168,-0.0121802,0.0033511,0.439557,0.014063,-2.63E-06,-0.0121802,-0.0121797,0.439557085,-0.439557,-1.2180%,,,
976,128.928,-0.0121806,0.0033511,0.43205,0.0140608,-5.46E-05,-0.0121806,-0.0121802,0.432050621,-0.43205,-1.2180%,,,
977,129.159,-0.0121811,0.0033511,0.432824,0.0140586,-0.000106538,-0.0121811,-0.0121808,0.432824725,-0.432824,-1.2180%,,,
978,128.654,-0.0121816,0.0033511,0.431132,0.0140564,-0.000158492,-0.0121816,-0.0121815,0.431132419,-0.431132,-1.2181%,,,
979,129.293,-0.012182,0.00335109,0.433273,0.0140542,-0.000210446,-0.012182,-0.0121809,0.433272479,-0.433273,-1.2181%,,,
980,129.461,-0.0121825,0.00335109,0.433836,0.0140521,-0.000262401,-0.0121825,-0.0121817,0.433835462,-0.433836,-1.2182%,,,
981,128.647,-0.012183,0.00335109,0.431108,0.0140499,-0.000314355,-0.012183,-0.0121825,0.431107675,-0.431108,-1.2183%,,,
982,130.963,-0.0121835,0.00335109,0.438868,0.0140477,-0.00036631,-0.0121835,-0.0121835,0.4388688,-0.438868,-1.2183%,,,
983,131.629,-0.0121839,0.00335108,0.4411,0.0140455,-0.000418264,-0.0121839,-0.0121831,0.441099309,-0.4411,-1.2184%,,,
984,133.641,-0.0121844,0.00335108,0.447841,0.0140433,-0.000470219,-0.0121844,-0.0121842,0.447841682,-0.447841,-1.2183%,,,
985,131.17,-0.0121849,0.00335107,0.43956,0.0140411,-0.000522173,-0.0121849,-0.0121839,0.439559852,-0.43956,-1.2184%,,,
986,131.362,-0.0121853,0.00335107,0.440203,0.0140389,-0.000574128,-0.0121853,-0.0121851,0.440203257,-0.440203,-1.2185%,,,
987,132.186,-0.0121858,0.00335106,0.442963,0.0140367,-0.000626082,-0.0121858,-0.0121850,0.442963217,-0.442963,-1.2185%,,,
988,129.559,-0.0121863,0.00335106,0.434159,0.0140345,-0.000678037,-0.0121863,-0.0121863,0.434159983,-0.434159,-1.2185%,,,
989,128.824,-0.0121867,0.00335105,0.431695,0.0140323,-0.000729991,-0.0121867,-0.0121863,0.431695665,-0.431695,-1.2186%,,,
990,129.365,-0.0121872,0.00335104,0.433507,0.0140301,-0.000781946,-0.0121872,-0.0121864,0.43350729,-0.433507,-1.2186%,,,
991,131.456,-0.0121877,0.00335105,0.440515,0.0140279,0.000687199,-0.0121877,-0.0121874,0.440515629,-0.440515,-1.2187%,,,
992,131.5,-0.0121881,0.00335105,0.440664,0.0140258,0.000638311,-0.0121881,-0.0121871,0.440663075,-0.440664,-1.2188%,,,
993,132.028,-0.0121886,0.00335106,0.442434,0.0140236,0.000589424,-0.0121886,-0.0121882,0.44243375,-0.442434,-1.2188%,,,
994,131.554,-0.0121891,0.00335106,0.440846,0.0140214,0.000540536,-0.0121891,-0.0121880,0.440845347,-0.440846,-1.2189%,,,
995,132.116,-0.0121895,0.00335107,0.44273,0.0140192,0.000491648,-0.0121895,-0.0121892,0.442729964,-0.44273,-1.2189%,,,
996,133.299,-0.01219,0.00335107,0.446695,0.014017,0.00044276,-0.01219,-0.0121891,0.44669428,-0.446695,-1.2190%,,,
997,133.118,-0.0121905,0.00335108,0.446089,0.0140148,0.000393873,-0.0121905,-0.0121904,0.446089067,-0.446089,-1.2190%,,,
998,131.49,-0.012191,0.00335108,0.440633,0.0140126,0.000344985,-0.012191,-0.0121905,0.440633509,-0.440633,-1.2190%,,,
999,129.63,-0.0121914,0.00335108,0.434401,0.0140104,0.000296097,-0.0121914,-0.0121906,0.4344005,-0.434401,-1.2191%,,,
1000,129.814,-0.0121919,0.00335108,0.435018,0.0140082,0.000247209,-0.0121919,-0.0121908,0.435017099,-0.435018,-1.2192%,,,
1001,129.175,-0.0121924,0.00335109,0.432877,0.014006,0.000198322,-0.0121924,-0.0121923,0.432877051,-0.432877,-1.2192%,,,
1002,129.818,-0.0121928,0.00335109,0.435031,0.0140038,0.000149434,-0.0121928,-0.0121926,0.435031802,-0.435031,-1.2192%,,,
1003,129.902,-0.0121933,0.00335109,0.435313,0.0140016,0.000100546,-0.0121933,-0.0121929,0.435313293,-0.435313,-1.2193%,,,
1004,131.366,-0.0121938,0.00335109,0.440219,0.0139995,5.17E-05,-0.0121938,-0.0121933,0.440219289,-0.440219,-1.2193%,,,
1005,130.339,-0.0121942,0.00335109,0.436778,0.0139973,2.77E-06,-0.0121942,-0.0121938,0.43677772,-0.436778,-1.2194%,,,
1006,130.423,-0.0121947,0.00335109,0.437059,0.0139951,-4.61E-05,-0.0121947,-0.0121943,0.437059211,-0.437059,-1.2194%,,,
1007,129.079,-0.0121952,0.00335109,0.432555,0.0139929,-9.50E-05,-0.0121952,-0.0121949,0.432555346,-0.432555,-1.2195%,,,
1008,128.84,-0.0121956,0.00335109,0.431754,0.0139907,-0.000143892,-0.0121956,-0.0121955,0.431754436,-0.431754,-1.2195%,,,
1009,129.764,-0.0121961,0.00335108,0.43485,0.0139885,-0.00019278,-0.0121961,-0.0121949,0.434849545,-0.43485,-1.2195%,,,
1010,130.92,-0.0121966,0.00335108,0.438724,0.0139863,-0.000241668,-0.0121966,-0.0121957,0.438723394,-0.438724,-1.2196%,,,
1011,132.911,-0.012197,0.00335108,0.445395,0.0139841,-0.000290556,-0.012197,-0.0121965,0.445395394,-0.445395,-1.2196%,,,
1012,132.409,-0.0121975,0.00335108,0.443713,0.0139819,-0.000339443,-0.0121975,-0.0121974,0.443713152,-0.443713,-1.2197%,,,
1013,133.676,-0.012198,0.00335107,0.447958,0.0139797,-0.000388331,-0.012198,-0.0121970,0.447957633,-0.447958,-1.2197%,,,
1014,132.855,-0.0121984,0.00335107,0.445206,0.0139775,-0.000437219,-0.0121984,-0.0121980,0.445206405,-0.445206,-1.2198%,,,
1015,133.84,-0.0121989,0.00335106,0.448506,0.0139753,-0.000486106,-0.0121989,-0.0121977,0.44850587,-0.448506,-1.2198%,,,
1016,132.068,-0.0121994,0.00335106,0.442568,0.0139732,-0.000534994,-0.0121994,-0.0121988,0.442567792,-0.442568,-1.2199%,,,
1017,132.797,-0.0121998,0.00335105,0.44501,0.013971,-0.000583882,-0.0121998,-0.0121987,0.445009387,-0.44501,-1.2199%,,,
1018,132.765,-0.0122003,0.00335105,0.444902,0.0139688,-0.00063277,-0.0122003,-0.0121999,0.444902153,-0.444902,-1.2200%,,,
1019,130.764,-0.0122008,0.00335104,0.438196,0.0139666,-0.000681657,-0.0122008,-0.0121999,0.438195395,-0.438196,-1.2201%,,,
1020,130.981,-0.0122012,0.00335136,0.438965,0.0139644,0.0349668,-0.0122012,-0.0122002,0.438964484,-0.438965,-1.2201%,,,
1021,129.04,-0.0122017,0.00335168,0.432501,0.0139622,0.0349879,-0.0122017,-0.0122005,0.432500787,-0.432501,-1.2201%,,,
1022,128.619,-0.0122022,0.00335201,0.431132,0.01396,0.035009,-0.0122022,-0.0122021,0.431132174,-0.431132,-1.2202%,,,
1023,130.668,-0.0122026,0.00335233,0.438042,0.0139578,0.0350302,-0.0122026,-0.0122023,0.438042256,-0.438042,-1.2202%,,,
1024,129.502,-0.0122031,0.00335265,0.434175,0.0139556,0.0350513,-0.0122031,-0.0122026,0.43417488,-0.434175,-1.2203%,,,
1025,129.097,-0.0122036,0.00335297,0.432859,0.0139534,0.0350724,-0.0122036,-0.0122027,0.432858368,-0.432859,-1.2203%,,,
1026,128.298,-0.012204,0.00335329,0.430221,0.0139512,0.0350935,-0.012204,-0.0122029,0.4302204,-0.430221,-1.2203%,,,
1027,127.379,-0.0122045,0.00335362,0.42718,0.013949,0.0351146,-0.0122045,-0.0122043,0.427180762,-0.42718,-1.2204%,,,
1028,127.418,-0.0122049,0.00335394,0.427352,0.0139468,0.0351357,-0.0122049,-0.0122044,0.427352327,-0.427352,-1.2204%,,,
1029,127.712,-0.0122054,0.00335426,0.42838,0.0139447,0.0351568,-0.0122054,-0.0122045,0.428379253,-0.42838,-1.2205%,,,
1030,127.341,-0.0122059,0.00335459,0.427176,0.0139425,0.0351779,-0.0122059,-0.0122058,0.427176845,-0.427176,-1.2205%,,,
1031,128.17,-0.0122063,0.00335491,0.429999,0.0139403,0.035199,-0.0122063,-0.0122058,0.429998815,-0.429999,-1.2206%,,,
1032,128.504,-0.0122068,0.00335523,0.431161,0.0139381,0.0352201,-0.0122068,-0.0122058,0.431160476,-0.431161,-1.2206%,,,
1033,127.161,-0.0122073,0.00335556,0.426696,0.0139359,0.0352412,-0.0122073,-0.0122070,0.426696365,-0.426696,-1.2207%,,,
1034,126.327,-0.0122077,0.00335588,0.423938,0.0139337,0.0352623,-0.0122077,-0.0122070,0.423938253,-0.423938,-1.2207%,,,
1035,127.474,-0.0122082,0.00335621,0.427829,0.0139315,0.0352834,-0.0122082,-0.0122082,0.427829514,-0.427829,-1.2208%,,,
1036,125.497,-0.0122087,0.00335653,0.421234,0.0139293,0.0353045,-0.0122087,-0.0122080,0.421234445,-0.421234,-1.2208%,,,
1037,125.804,-0.0122091,0.00335686,0.422306,0.0139271,0.0353257,-0.0122091,-0.0122091,0.422306415,-0.422306,-1.2209%,,,
1038,126.292,-0.0122096,0.00335718,0.423985,0.0139249,0.0353468,-0.0122096,-0.0122090,0.423984977,-0.423985,-1.2209%,,,
1039,126.05,-0.0122101,0.00335751,0.423214,0.0139227,0.0353679,-0.0122101,-0.0122100,0.423214136,-0.423214,-1.2210%,,,
1040,124.457,-0.0122105,0.00335783,0.417906,0.0139205,0.035389,-0.0122105,-0.0122098,0.417905448,-0.417906,-1.2210%,,,
1041,127.717,-0.012211,0.00335816,0.428894,0.0139184,0.0354101,-0.012211,-0.0122108,0.428894121,-0.428894,-1.2211%,,,
1042,127.763,-0.0122114,0.00335848,0.42909,0.0139162,0.0354312,-0.0122114,-0.0122105,0.42908948,-0.42909,-1.2211%,,,
1043,129.037,-0.0122119,0.00335881,0.433411,0.013914,0.0354523,-0.0122119,-0.0122115,0.433410766,-0.433411,-1.2212%,,,
1044,128.554,-0.0122124,0.00335914,0.43183,0.0139118,0.0354734,-0.0122124,-0.0122124,0.431830884,-0.43183,-1.2211%,,,
1045,128.023,-0.0122128,0.00335946,0.430088,0.0139096,0.0354945,-0.0122128,-0.0122120,0.430088148,-0.430088,-1.2212%,,,
1046,127.448,-0.0122133,0.00335979,0.428198,0.0139074,0.0355156,-0.0122133,-0.0122128,0.428198516,-0.428198,-1.2212%,,,
1047,127.628,-0.0122138,0.00336012,0.428845,0.0139052,0.0355367,-0.0122138,-0.0122137,0.428845395,-0.428845,-1.2213%,,,
1048,126.301,-0.0122142,0.00336044,0.424427,0.013903,0.0355578,-0.0122142,-0.0122132,0.424426932,-0.424427,-1.2213%,,,
1049,125.126,-0.0122147,0.00336077,0.42052,0.0139008,0.0355789,-0.0122147,-0.0122140,0.420519707,-0.42052,-1.2214%,,,
1050,124.962,-0.0122152,0.00336078,0.419969,0.0138986,0.000683264,-0.0122152,-0.0122149,0.41996979,-0.419969,-1.2214%,,,
1051,126.072,-0.0122156,0.00336078,0.423701,0.0138964,0.000637863,-0.0122156,-0.0122146,0.423700256,-0.423701,-1.2215%,,,
1052,124.616,-0.0122161,0.00336079,0.418808,0.0138942,0.000592462,-0.0122161,-0.0122157,0.418808207,-0.418808,-1.2215%,,,
1053,123.826,-0.0122165,0.00336079,0.416154,0.0138921,0.000547061,-0.0122165,-0.0122155,0.416153183,-0.416154,-1.2216%,,,
1054,123.371,-0.012217,0.0033608,0.414625,0.0138899,0.00050166,-0.012217,-0.0122166,0.414625257,-0.414625,-1.2216%,,,
1055,122.342,-0.0122175,0.0033608,0.411167,0.0138877,0.000456259,-0.0122175,-0.0122166,0.411166994,-0.411167,-1.2217%,,,
1056,122.119,-0.0122179,0.00336081,0.410418,0.0138855,0.000410858,-0.0122179,-0.0122178,0.410418756,-0.410418,-1.2217%,,,
1057,123.341,-0.0122184,0.00336081,0.414526,0.0138833,0.000365457,-0.0122184,-0.0122179,0.414525666,-0.414526,-1.2218%,,,
1058,123.9,-0.0122189,0.00336081,0.416405,0.0138811,0.000320056,-0.0122189,-0.0122180,0.416404359,-0.416405,-1.2219%,,,
1059,125.478,-0.0122193,0.00336082,0.421708,0.0138789,0.000274655,-0.0122193,-0.0122194,0.421708972,-0.421708,-1.2218%,,,
1060,125.725,-0.0122198,0.00336082,0.422539,0.0138767,0.000229254,-0.0122198,-0.0122196,0.422539095,-0.422539,-1.2219%,,,
1061,124.445,-0.0122203,0.00336082,0.418237,0.0138745,0.000183853,-0.0122203,-0.0122198,0.418237245,-0.418237,-1.2220%,,,
1062,125.478,-0.0122207,0.00336082,0.421709,0.0138723,0.000138452,-0.0122207,-0.0122201,0.421708972,-0.421709,-1.2220%,,,
1063,126.312,-0.0122212,0.00336082,0.424512,0.0138701,9.31E-05,-0.0122212,-0.0122205,0.424511896,-0.424512,-1.2221%,,,
1064,125.373,-0.0122217,0.00336082,0.421356,0.0138679,4.77E-05,-0.0122217,-0.0122209,0.421356086,-0.421356,-1.2221%,,,
1065,126.643,-0.0122221,0.00336082,0.425625,0.0138658,2.25E-06,-0.0122221,-0.0122213,0.425624327,-0.425625,-1.2222%,,,
1066,125.74,-0.0122226,0.00336082,0.42259,0.0138636,-4.32E-05,-0.0122226,-0.0122219,0.422589507,-0.42259,-1.2222%,,,
1067,127.595,-0.012223,0.00336082,0.428824,0.0138614,-8.86E-05,-0.012223,-0.0122224,0.428823828,-0.428824,-1.2223%,,,
1068,128.542,-0.0122235,0.00336082,0.432006,0.0138592,-0.000133953,-0.0122235,-0.0122231,0.432006524,-0.432006,-1.2223%,,,
1069,127.596,-0.012224,0.00336082,0.428827,0.013857,-0.000179354,-0.012224,-0.0122237,0.428827189,-0.428827,-1.2224%,,,
1070,128.539,-0.0122244,0.00336082,0.431996,0.0138548,-0.000224755,-0.0122244,-0.0122245,0.431996442,-0.431996,-1.2224%,,,
1071,128.462,-0.0122249,0.00336081,0.431737,0.0138526,-0.000270156,-0.0122249,-0.0122240,0.431736374,-0.431737,-1.2225%,,,
1072,128.293,-0.0122254,0.00336081,0.431168,0.0138504,-0.000315557,-0.0122254,-0.0122248,0.431168397,-0.431168,-1.2224%,,,
1073,127.977,-0.0122258,0.00336081,0.430106,0.0138482,-0.000360958,-0.0122258,-0.0122257,0.430106381,-0.430106,-1.2225%,,,
1074,127.335,-0.0122263,0.0033608,0.427948,0.013846,-0.000406359,-0.0122263,-0.0122254,0.427947468,-0.427948,-1.2226%,,,
1075,127.89,-0.0122268,0.0033608,0.429813,0.0138438,-0.00045176,-0.0122268,-0.0122263,0.429812712,-0.429813,-1.2227%,,,
1076,129.489,-0.0122272,0.00336079,0.435186,0.0138416,-0.000497161,-0.0122272,-0.0122261,0.435185336,-0.435186,-1.2227%,,,
1077,127.961,-0.0122277,0.00336079,0.43005,0.0138395,-0.000542562,-0.0122277,-0.0122272,0.430050049,-0.43005,-1.2227%,,,
1078,127.458,-0.0122282,0.00336078,0.428359,0.0138373,-0.000587963,-0.0122282,-0.0122271,0.428358297,-0.428359,-1.2228%,,,
1079,127.998,-0.0122286,0.00336078,0.430173,0.0138351,-0.000633364,-0.0122286,-0.0122283,0.430173118,-0.430173,-1.2228%,,,
1080,127.716,-0.0122291,0.003361,0.429253,0.0138329,0.0238378,-0.0122291,-0.0122288,0.429253476,-0.429253,-1.2228%,,,
1081,129.126,-0.0122295,0.00336122,0.43402,0.0138307,0.0238378,-0.0122295,-0.0122294,0.434020894,-0.43402,-1.2228%,,,
1082,128.31,-0.01223,0.00336144,0.431306,0.0138285,0.0238378,-0.01223,-0.0122299,0.431306366,-0.431306,-1.2230%,,,
1083,129.657,-0.0122305,0.00336166,0.435862,0.0138263,0.0238378,-0.0122305,-0.0122304,0.435862751,-0.435862,-1.2230%,,,
1084,129.765,-0.0122309,0.00336188,0.436254,0.0138241,0.0238378,-0.0122309,-0.0122309,0.436254358,-0.436254,-1.2231%,,,
1085,128.05,-0.0122314,0.0033621,0.430516,0.0138219,0.0238378,-0.0122314,-0.0122314,0.430516905,-0.430516,-1.2231%,,,
1086,130.184,-0.0122319,0.00336231,0.43772,0.0138197,0.0238378,-0.0122319,-0.0122307,0.437718965,-0.43772,-1.2232%,,,
1087,129.219,-0.0122323,0.00336253,0.434503,0.0138175,0.0238378,-0.0122323,-0.0122312,0.434502764,-0.434503,-1.2231%,,,
1088,128.657,-0.0122328,0.00336275,0.432642,0.0138153,0.0238378,-0.0122328,-0.0122317,0.432641327,-0.432642,-1.2232%,,,
1089,125.551,-0.0122332,0.00336297,0.422225,0.0138132,0.0238378,-0.0122332,-0.0122322,0.422224246,-0.422225,-1.2233%,,,
1090,126.628,-0.0122337,0.00336319,0.425874,0.013811,0.0238378,-0.0122337,-0.0122327,0.425874023,-0.425874,-1.2233%,,,
1091,126.995,-0.0122342,0.00336341,0.427137,0.0138088,0.0238378,-0.0122342,-0.0122332,0.427136253,-0.427137,-1.2234%,,,
1092,127.181,-0.0122346,0.00336363,0.42779,0.0138066,0.0238378,-0.0122346,-0.0122337,0.427789827,-0.42779,-1.2234%,,,
1093,128.983,-0.0122351,0.00336385,0.43388,0.0138044,0.0238378,-0.0122351,-0.0122342,0.433879465,-0.43388,-1.2235%,,,
1094,127.48,-0.0122355,0.00336407,0.428852,0.0138022,0.0238378,-0.0122355,-0.0122347,0.428851644,-0.428852,-1.2235%,,,
1095,126.274,-0.012236,0.00336429,0.424823,0.015,0.0238378,-0.012236,-0.0122353,0.424822355,-0.424823,-1.2236%,,,
1096,125.63,-0.0122366,0.00336451,0.422684,0.015,0.0238378,-0.0122366,-0.0122358,0.422683391,-0.422684,-1.2236%,,,
0_6-th Autocalled,125.63,-0.0122366,0.00336451,0.422684,-0.0122366,,,-0.0122354,0.422683391,-0.422684,-1.2236%,,,
