tau,s_tmp,cash,delta,pv,r_for,q,PL
0_1-th Autocalled,306.072,1.02302,0,1.023,,,1.84005e-05
0_1-th Autocalled,301.667,1.02263,0,1.023,,,-0.000372505
0_1-th Autocalled,316.161,1.02375,0,1.023,,,0.000747559
0_6-th Autocalled,282.049,1.13388,0,1.138,,,-0.00412138
0_6-th Autocalled,235.002,1.14064,0,1.138,,,0.00264076
0_1-th Autocalled,324.414,1.02304,0,1.023,,,4.28342e-05
0_2-th Autocalled,319.492,1.04055,0,1.046,,,-0.00544512
0_6-th Autocalled,226.501,1.14314,0,1.138,,,0.00514392
0_1-th Autocalled,306.523,1.02198,0,1.023,,,-0.00101704
0_2-th Autocalled,308.836,1.04506,0,1.046,,,-0.000940057
1_6-th Autocalled,195.317,-0.00187358,0.00336451,0.657147,,,-0.00187358
0_4-th Autocalled,297.01,1.09447,0,1.092,,,0.00246803
0_1-th Autocalled,325.659,1.02409,0,1.023,,,0.00109293
0_1-th Autocalled,304.182,1.02316,0,1.023,,,0.000162222
0_3-th Autocalled,326.205,1.06233,0,1.069,,,-0.00666529
0_1-th Autocalled,337.353,1.02603,0,1.023,,,0.00303263
0_1-th Autocalled,299.235,1.18225,-0.000548273,1.023,,,-0.0048103
0_3-th Autocalled,308.036,1.05886,0,1.069,,,-0.0101422
0_6-th Autocalled,227.97,1.14129,0,1.138,,,0.00329498
1_6-th Autocalled,215.848,0.000569376,0.00336451,0.726221,,,0.000569376
0_4-th Autocalled,292.745,1.09252,0,1.092,,,0.000519812
0_1-th Autocalled,360.872,1.02306,0,1.023,,,5.77899e-05
0_1-th Autocalled,329.633,1.02307,0,1.023,,,6.79698e-05
0_2-th Autocalled,305.368,1.04609,0,1.046,,,8.99338e-05
0_1-th Autocalled,328.141,1.02335,0,1.023,,,0.000346586
0_1-th Autocalled,307.684,1.02191,0,1.023,,,-0.00108923
0_1-th Autocalled,323.473,1.01846,0,1.023,,,-0.00454129
1_6-th Autocalled,132.194,-0.00447361,0.00336451,0.444768,,,-0.00447361
0_1-th Autocalled,297.587,1.06002,-0.00013436,1.023,,,-0.00296541
0_1-th Autocalled,305.71,1.02338,0,1.023,,,0.000383949
0_3-th Autocalled,286.492,1.06808,0,1.069,,,-0.000919322
0_2-th Autocalled,297.75,1.67696,-0.00209919,1.046,,,0.00592092
1_6-th Autocalled,223.882,0.000164465,0.00336451,0.753252,,,0.000164465
1_6-th Autocalled,200.915,0.00554513,0.00336451,0.675982,,,0.00554513
0_3-th Autocalled,294.891,1.08196,0,1.069,,,0.0129564
0_1-th Autocalled,299.666,1.02348,0,1.023,,,0.00048119
0_1-th Autocalled,335.675,1.02337,0,1.023,,,0.000367821
0_6-th Autocalled,190.363,1.16959,0,1.138,,,0.0315872
0_6-th Autocalled,267.776,1.14436,0,1.138,,,0.00635841
1_6-th Autocalled,200.088,-0.0299578,0.00336451,0.673198,,,-0.0299578
0_2-th Autocalled,317.177,1.04555,0,1.046,,,-0.000445497
0_6-th Autocalled,229.375,1.13934,0,1.138,,,0.00133529
0_1-th Autocalled,329.789,1.01981,0,1.023,,,-0.0031924
0_2-th Autocalled,302.817,1.04724,0,1.046,,,0.00124049
0_3-th Autocalled,311.911,1.05501,0,1.069,,,-0.0139931
0_4-th Autocalled,283.655,2.56214,-0.00516485,1.092,,,0.00510753
0_1-th Autocalled,302.256,1.02315,0,1.023,,,0.000151825
0_1-th Autocalled,308.76,1.02564,0,1.023,,,0.00264411
0_1-th Autocalled,302.41,1.03132,0,1.023,,,0.00832175
0_6-th Autocalled,251.61,1.1316,0,1.138,,,-0.00640263
0_1-th Autocalled,312.695,1.02125,0,1.023,,,-0.00175328
0_6-th Autocalled,220.971,1.14325,0,1.138,,,0.00524695
0_1-th Autocalled,309.731,1.02016,0,1.023,,,-0.00284087
0_1-th Autocalled,326.301,1.02437,0,1.023,,,0.00137308
0_1-th Autocalled,355.893,1.02391,0,1.023,,,0.000907896
0_1-th Autocalled,345.953,1.02245,0,1.023,,,-0.000545136
1_6-th Autocalled,162.448,-0.00762679,0.00336451,0.546558,,,-0.00762679
0_1-th Autocalled,318.759,1.02252,0,1.023,,,-0.000477261
0_1-th Autocalled,317.538,1.0282,0,1.023,,,0.00519714
0_1-th Autocalled,302.749,1.02285,0,1.023,,,-0.000146079
1_6-th Autocalled,187.15,-0.0453186,0.00336451,0.629668,,,-0.0453186
0_6-th Autocalled,267.833,1.13538,0,1.138,,,-0.00262007
1_6-th Autocalled,208.697,-0.00480497,0.00336451,0.702163,,,-0.00480497
0_2-th Autocalled,301.823,1.04405,0,1.046,,,-0.00195272
0_2-th Autocalled,345.52,1.04317,0,1.046,,,-0.00282712
0_1-th Autocalled,297.642,1.05559,-0.00013436,1.023,,,-0.00740128
0_2-th Autocalled,319.504,1.05634,0,1.046,,,0.010342
0_1-th Autocalled,350.363,1.02415,0,1.023,,,0.00115077
0_1-th Autocalled,303.963,1.02195,0,1.023,,,-0.00105037
0_4-th Autocalled,302.125,1.08054,0,1.092,,,-0.0114606
0_3-th Autocalled,311.112,1.07612,0,1.069,,,0.00711961
0_1-th Autocalled,338.373,1.02302,0,1.023,,,2.12164e-05
0_1-th Autocalled,321.186,1.02235,0,1.023,,,-0.000650623
0_1-th Autocalled,320.588,1.02195,0,1.023,,,-0.00104703
0_6-th Autocalled,266.31,1.13095,0,1.138,,,-0.00705054
0_1-th Autocalled,330.495,1.02339,0,1.023,,,0.000388037
0_1-th Autocalled,322.563,1.02165,0,1.023,,,-0.00135029
0_1-th Autocalled,298.803,1.18237,-0.000548273,1.023,,,-0.00445822
