tau,s_tmp,cash,delta,pv,r,q,PL,cash,asset,debt,PL,,,,,
812,140.301,-0.0121717,0.00329049,0.461594,0.0140304,0.000681304,-1.2107%,-0.0121718,0.461659037,-0.461594,-1.2107%,,,,,
813,141.719,-0.0121891,0.00329062,0.466261,0.0140271,0.000629077,-1.2107%,-0.0121898,0.466343376,-0.466261,-1.2107%,,,,,
814,141.931,-0.0122101,0.00329077,0.466959,0.0140238,0.000576849,-1.2107%,-0.0122101,0.467062277,-0.466959,-1.2107%,,,,,
815,142.857,-0.0122074,0.00329075,0.470007,0.0140205,0.000524621,-1.2108%,-0.0122070,0.470106673,-0.470007,-1.2107%,,,,,
816,141.259,-0.0121831,0.00329058,0.464749,0.0140173,0.000472393,-1.2108%,-0.0121833,0.46482404,-0.464749,-1.2108%,,,,,
817,140.392,-0.0121643,0.00329045,0.461897,0.014014,0.000420165,-1.2109%,-0.0121648,0.461952856,-0.461897,-1.2109%,,,,,
818,139.368,-0.0121629,0.00329044,0.458528,0.0140107,0.000367938,-1.2109%,-0.0121629,0.458582042,-0.458528,-1.2109%,,,,,
819,138.254,-0.0121492,0.00329034,0.454862,0.0140074,0.00031571,-1.2109%,-0.0121491,0.454902666,-0.454862,-1.2108%,,,,,
820,135.892,-0.0121318,0.00329021,0.447091,0.0140041,0.000263482,-1.2110%,-0.0121317,0.447113217,-0.447091,-1.2109%,,,,,
821,135.67,-0.0121314,0.0032902,0.446361,0.0140008,0.000211254,-1.2110%,-0.0121307,0.446381434,-0.446361,-1.2110%,,,,,
822,137.539,-0.0121469,0.00329031,0.452511,0.0139975,0.000159026,-1.2111%,-0.0121468,0.452545947,-0.452511,-1.2112%,,,,,
823,135.863,-0.0121311,0.00329019,0.446996,0.0139942,0.000106799,-1.2112%,-0.0121309,0.447015084,-0.446996,-1.2112%,,,,,
824,137.961,-0.0121457,0.0032903,0.453899,0.013991,5.46E-05,-1.2112%,-0.0121467,0.453933078,-0.453899,-1.2113%,,,,,
825,137.196,-0.0121369,0.00329023,0.451382,0.0139877,2.34E-06,-1.2113%,-0.0121366,0.451406395,-0.451382,-1.2112%,,,,,
826,138.512,-0.0121445,0.00329028,0.455712,0.0139844,-4.99E-05,-1.2113%,-0.0121444,0.455743263,-0.455712,-1.2113%,,,,,
827,137.499,-0.0121438,0.00329027,0.452379,0.0139811,-0.000102113,-1.2113%,-0.0121437,0.452408835,-0.452379,-1.2114%,,,,,
828,137.539,-0.0121433,0.00329026,0.45251,0.0139778,-0.00015434,-1.2114%,-0.0121431,0.45253907,-0.45251,-1.2114%,,,,,
829,135.696,-0.0121302,0.00329016,0.446446,0.0139745,-0.000206568,-1.2114%,-0.0121304,0.446461551,-0.446446,-1.2115%,,,,,
830,136.414,-0.0121353,0.00329019,0.448808,0.0139712,-0.000258796,-1.2115%,-0.0121351,0.448827979,-0.448808,-1.2115%,,,,,
831,138.189,-0.0121418,0.00329023,0.454648,0.0139679,-0.000311024,-1.2115%,-0.0121417,0.454673593,-0.454648,-1.2116%,,,,,
832,137.029,-0.0121348,0.00329018,0.450831,0.0139647,-0.000363252,-1.2116%,-0.0121359,0.450850075,-0.450831,-1.2117%,,,,,
833,136.724,-0.0121346,0.00329017,0.449826,0.0139614,-0.000415479,-1.2116%,-0.0121344,0.449845203,-0.449826,-1.2115%,,,,,
834,137.001,-0.0121344,0.00329016,0.450737,0.0139581,-0.000467707,-1.2117%,-0.0121343,0.45075521,-0.450737,-1.2116%,,,,,
835,138.121,-0.0121401,0.00329019,0.454422,0.0139548,-0.000519935,-1.2117%,-0.0121397,0.454444333,-0.454422,-1.2117%,,,,,
836,138.436,-0.0121397,0.00329018,0.455457,0.0139515,-0.000572163,-1.2118%,-0.0121399,0.455479358,-0.455457,-1.2118%,,,,,
837,137.702,-0.0121393,0.00329017,0.453041,0.0139482,-0.000624391,-1.2118%,-0.0121396,0.453062989,-0.453041,-1.2118%,,,,,
838,136.792,-0.0121337,0.00329012,0.450047,0.0139449,-0.000676618,-1.2118%,-0.0121338,0.450062095,-0.450047,-1.2119%,,,,,
839,134.913,-0.0121297,0.00329008,0.443864,0.0139416,-0.000728846,-1.2119%,-0.0121297,0.443874563,-0.443864,-1.2119%,,,,,
840,134.437,-0.0121269,0.00329005,0.442297,0.0139384,-0.000781074,-1.2119%,-0.0121271,0.442304452,-0.442297,-1.2120%,,,,,
841,134.242,-0.0121271,0.00329183,0.441894,0.0139351,0.197821,-1.2120%,-0.0121269,0.441901843,-0.441894,-1.2119%,,,,,
842,135.951,-0.01213,0.00329364,0.447763,0.0139318,0.198241,-1.2120%,-0.0121305,0.447773652,-0.447763,-1.2120%,,,,,
843,135.141,-0.0121302,0.00329543,0.445338,0.0139285,0.198661,-1.2121%,-0.0121300,0.445347706,-0.445338,-1.2120%,,,,,
844,133.591,-0.0121277,0.0032972,0.44047,0.0139252,0.19908,-1.2121%,-0.0121269,0.440476245,-0.44047,-1.2121%,,,,,
845,131.169,-0.0121247,0.00329898,0.43272,0.0139219,0.1995,-1.2121%,-0.0121252,0.432723908,-0.43272,-1.2121%,,,,,
846,131.487,-0.012125,0.00330079,0.434007,0.0139186,0.199919,-1.2122%,-0.0121255,0.434010975,-0.434007,-1.2122%,,,,,
847,128.326,-0.0121237,0.00330258,0.423806,0.0139153,0.200339,-1.2122%,-0.0121226,0.423806881,-0.423806,-1.2122%,,,,,
848,128.231,-0.0121241,0.0033044,0.423725,0.0139121,0.200759,-1.2123%,-0.0121245,0.423726516,-0.423725,-1.2123%,,,,,
849,128.433,-0.0121244,0.00330622,0.424626,0.0139088,0.201178,-1.2123%,-0.0121243,0.424627753,-0.424626,-1.2123%,,,,,
850,128.135,-0.0121248,0.00330805,0.423875,0.0139055,0.201598,-1.2123%,-0.0121253,0.423876987,-0.423875,-1.2123%,,,,,
851,126.082,-0.0121247,0.00330987,0.417314,0.0139022,0.202018,-1.2124%,-0.0121238,0.417315029,-0.417314,-1.2123%,,,,,
852,124.003,-0.0121246,0.0033117,0.410661,0.0138989,0.202437,-1.2124%,-0.0121244,0.410660735,-0.410661,-1.2125%,,,,,
853,126.349,-0.0121254,0.00331355,0.418663,0.0138956,0.202857,-1.2125%,-0.0121262,0.418663729,-0.418663,-1.2125%,,,,,
854,126.165,-0.0121258,0.00331539,0.418286,0.0138923,0.203277,-1.2125%,-0.0121251,0.418286179,-0.418286,-1.2125%,,,,,
855,125.267,-0.0121259,0.00331724,0.41554,0.013889,0.203696,-1.2125%,-0.0121262,0.415540703,-0.41554,-1.2125%,,,,,
856,123.794,-0.0121261,0.0033191,0.410884,0.0138858,0.204116,-1.2126%,-0.0121269,0.410884665,-0.410884,-1.2126%,,,,,
857,123.434,-0.0121265,0.00332096,0.409918,0.0138825,0.204535,-1.2126%,-0.0121265,0.409919377,-0.409918,-1.2125%,,,,,
858,124.851,-0.012127,0.00332282,0.414857,0.0138792,0.204955,-1.2127%,-0.0121263,0.4148574,-0.414857,-1.2126%,,,,,
859,123.622,-0.0121272,0.00332469,0.411004,0.0138759,0.205375,-1.2127%,-0.0121274,0.411004827,-0.411004,-1.2127%,,,,,
860,122.815,-0.0121276,0.00332656,0.408552,0.0138726,0.205794,-1.2127%,-0.0121270,0.408551466,-0.408552,-1.2128%,,,,,
861,123.21,-0.012128,0.00332844,0.410097,0.0138693,0.206214,-1.2128%,-0.0121281,0.410097092,-0.410097,-1.2128%,,,,,
862,124.601,-0.0121285,0.00333033,0.414962,0.013866,0.206634,-1.2128%,-0.0121291,0.414962448,-0.414962,-1.2129%,,,,,
863,125.373,-0.0121289,0.00333222,0.41777,0.0138627,0.207053,-1.2129%,-0.0121290,0.417770418,-0.41777,-1.2129%,,,,,
864,126.151,-0.0121295,0.00333411,0.420601,0.0138595,0.207473,-1.2129%,-0.0121288,0.420601311,-0.420601,-1.2128%,,,,,
865,124.759,-0.0121297,0.00333601,0.416197,0.0138562,0.207893,-1.2129%,-0.0121300,0.416197272,-0.416197,-1.2130%,,,,,
866,123.286,-0.0121299,0.00333791,0.411518,0.0138529,0.208312,-1.2130%,-0.0121296,0.411517572,-0.411518,-1.2130%,,,,,
867,125.588,-0.0121306,0.00333982,0.419441,0.0138496,0.208732,-1.2130%,-0.0121304,0.419441314,-0.419441,-1.2130%,,,,,
868,124.605,-0.0121308,0.00334174,0.416397,0.0138463,0.209151,-1.2130%,-0.0121318,0.416397513,-0.416397,-1.2131%,,,,,
869,124.538,-0.0121312,0.00334366,0.416412,0.013843,0.209571,-1.2131%,-0.0121314,0.416412729,-0.416412,-1.2131%,,,,,
870,124.486,-0.0121316,0.00334366,0.416239,0.0138397,0.000913407,-1.2131%,-0.0121306,0.416238859,-0.416239,-1.2131%,,,,,
871,122.941,-0.012132,0.00334367,0.411074,0.0138364,0.000852405,-1.2132%,-0.0121323,0.411074133,-0.411074,-1.2132%,,,,,
872,121.801,-0.0121323,0.00334368,0.407263,0.0138332,0.000791404,-1.2132%,-0.0121328,0.407263568,-0.407263,-1.2132%,,,,,
873,119.739,-0.0121328,0.00334368,0.400369,0.0138299,0.000730403,-1.2133%,-0.0121320,0.4003689,-0.400369,-1.2132%,,,,,
874,120.045,-0.0121332,0.00334369,0.401393,0.0138266,0.000669401,-1.2133%,-0.0121337,0.401393266,-0.401393,-1.2133%,,,,,
875,121.19,-0.0121337,0.0033437,0.405222,0.0138233,0.0006084,-1.2134%,-0.0121342,0.405223003,-0.405222,-1.2133%,,,,,
876,122.812,-0.0121342,0.0033437,0.410646,0.01382,0.000547399,-1.2134%,-0.0121335,0.410646484,-0.410646,-1.2133%,,,,,
877,122.867,-0.0121347,0.0033437,0.410831,0.0138167,0.000486398,-1.2135%,-0.0121341,0.410830388,-0.410831,-1.2135%,,,,,
878,120.316,-0.012135,0.00334371,0.402302,0.0138134,0.000425396,-1.2135%,-0.0121359,0.402301812,-0.402302,-1.2136%,,,,,
879,119.802,-0.0121355,0.00334371,0.400583,0.0138101,0.000364395,-1.2135%,-0.0121351,0.400583145,-0.400583,-1.2135%,,,,,
880,120.083,-0.0121359,0.00334371,0.401523,0.0138068,0.000303394,-1.2136%,-0.0121356,0.401522728,-0.401523,-1.2136%,,,,,
881,119.061,-0.0121364,0.00334372,0.398106,0.0138036,0.000242392,-1.2136%,-0.0121373,0.398106647,-0.398106,-1.2137%,,,,,
882,119.684,-0.0121369,0.00334372,0.40019,0.0138003,0.000181391,-1.2137%,-0.0121367,0.400189784,-0.40019,-1.2137%,,,,,
883,118.564,-0.0121373,0.00334372,0.396445,0.013797,0.00012039,-1.2137%,-0.0121372,0.396444818,-0.396445,-1.2137%,,,,,
884,120.612,-0.0121378,0.00334372,0.403293,0.0137937,5.94E-05,-1.2138%,-0.0121377,0.403292757,-0.403293,-1.2138%,,,,,
885,122.933,-0.0121383,0.00334372,0.411053,0.0137904,-1.61E-06,-1.2138%,-0.0121383,0.411053531,-0.411053,-1.2138%,,,,,
886,123.201,-0.0121387,0.00334372,0.411949,0.0137871,-6.26E-05,-1.2139%,-0.0121388,0.411949648,-0.411949,-1.2138%,,,,,
887,122.937,-0.0121392,0.00334372,0.411067,0.0137838,-0.000123616,-1.2139%,-0.0121393,0.411066906,-0.411067,-1.2139%,,,,,
888,121.061,-0.0121396,0.00334372,0.404794,0.0137805,-0.000184617,-1.2140%,-0.0121399,0.404794087,-0.404794,-1.2140%,,,,,
889,122.706,-0.0121401,0.00334371,0.410294,0.0137773,-0.000245618,-1.2140%,-0.0121391,0.410293279,-0.410294,-1.2140%,,,,,
890,122.921,-0.0121405,0.00334371,0.411012,0.013774,-0.00030662,-1.2141%,-0.0121409,0.411012177,-0.411012,-1.2141%,,,,,
891,121.493,-0.012141,0.00334371,0.406237,0.0137707,-0.000367621,-1.2141%,-0.0121414,0.406237359,-0.406237,-1.2141%,,,,,
892,122.694,-0.0121414,0.0033437,0.410252,0.0137674,-0.000428622,-1.2141%,-0.0121407,0.410251928,-0.410252,-1.2141%,,,,,
893,125.188,-0.0121419,0.0033437,0.418591,0.0137641,-0.000489624,-1.2142%,-0.0121424,0.418591116,-0.418591,-1.2142%,,,,,
894,124.178,-0.0121424,0.00334369,0.415213,0.0137608,-0.000550625,-1.2142%,-0.0121417,0.415212737,-0.415213,-1.2142%,,,,,
895,124.47,-0.0121428,0.00334369,0.416189,0.0137575,-0.000611626,-1.2143%,-0.0121436,0.416189094,-0.416189,-1.2143%,,,,,
896,125.172,-0.0121433,0.00334368,0.418535,0.0137542,-0.000672628,-1.2143%,-0.0121428,0.418535113,-0.418535,-1.2143%,,,,,
897,123.348,-0.0121437,0.00334368,0.412436,0.013751,-0.000733629,-1.2144%,-0.0121446,0.412436241,-0.412436,-1.2144%,,,,,
898,122.304,-0.0121442,0.00334367,0.408944,0.0137477,-0.00079463,-1.2144%,-0.0121438,0.408944216,-0.408944,-1.2144%,,,,,
899,123.647,-0.0121446,0.00334366,0.413434,0.0137444,-0.000855632,-1.2145%,-0.0121444,0.413433528,-0.413434,-1.2145%,,,,,
900,122.403,-0.0121451,0.00334367,0.409275,0.0137411,0.000856532,-1.2145%,-0.0121453,0.409275239,-0.409275,-1.2145%,,,,,
901,121.356,-0.0121455,0.00334368,0.405775,0.0137378,0.000799471,-1.2146%,-0.0121459,0.40577563,-0.405775,-1.2145%,,,,,
902,121.771,-0.012146,0.00334368,0.407164,0.0137345,0.00074241,-1.2146%,-0.0121451,0.407163257,-0.407164,-1.2146%,,,,,
903,123.359,-0.0121464,0.00334369,0.412474,0.0137312,0.000685349,-1.2146%,-0.0121469,0.412474255,-0.412474,-1.2147%,,,,,
904,125.155,-0.0121469,0.00334369,0.41848,0.0137279,0.000628288,-1.2147%,-0.0121461,0.418479522,-0.41848,-1.2147%,,,,,
905,124.485,-0.0121474,0.0033437,0.41624,0.0137247,0.000571227,-1.2147%,-0.0121480,0.416240495,-0.41624,-1.2147%,,,,,
906,123.058,-0.0121478,0.0033437,0.41147,0.0137214,0.000514166,-1.2148%,-0.0121473,0.411469035,-0.41147,-1.2148%,,,,,
907,124.548,-0.0121483,0.00334371,0.416452,0.0137181,0.000457105,-1.2148%,-0.0121490,0.416452393,-0.416452,-1.2149%,,,,,
908,125.438,-0.0121487,0.00334371,0.419429,0.0137148,0.000400044,-1.2149%,-0.0121483,0.419428295,-0.419429,-1.2149%,,,,,
909,124.87,-0.0121492,0.00334372,0.41753,0.0137115,0.000342983,-1.2149%,-0.0121500,0.417530316,-0.41753,-1.2150%,,,,,
910,123.819,-0.0121496,0.00334372,0.414016,0.0137082,0.000285922,-1.2150%,-0.0121493,0.414016067,-0.414016,-1.2149%,,,,,
911,122.242,-0.0121501,0.00334372,0.408743,0.0137049,0.000228862,-1.2150%,-0.0121498,0.40874302,-0.408743,-1.2150%,,,,,
912,122.945,-0.0121505,0.00334372,0.411094,0.0137016,0.000171801,-1.2151%,-0.0121504,0.411093655,-0.411094,-1.2151%,,,,,
913,123.176,-0.012151,0.00334372,0.411866,0.0141989,0.00011474,-1.2151%,-0.0121508,0.411866055,-0.411866,-1.2151%,,,,,
914,124.737,-0.0121515,0.00334372,0.417086,0.0141967,5.77E-05,-1.2152%,-0.0121514,0.417085602,-0.417086,-1.2152%,,,,,
915,125.247,-0.012152,0.00334372,0.418791,0.0141945,6.18E-07,-1.2152%,-0.0121520,0.418790899,-0.418791,-1.2152%,,,,,
916,124.627,-0.0121524,0.00334372,0.416718,0.0141923,-5.64E-05,-1.2152%,-0.0121525,0.416717792,-0.416718,-1.2153%,,,,,
917,125.043,-0.0121529,0.00334372,0.418109,0.0141901,-0.000113504,-1.2153%,-0.0121530,0.41810878,-0.418109,-1.2153%,,,,,
918,126.536,-0.0121534,0.00334372,0.423101,0.0141879,-0.000170565,-1.2153%,-0.0121536,0.423100954,-0.423101,-1.2154%,,,,,
919,124.463,-0.0121538,0.00334372,0.416169,0.0141858,-0.000227626,-1.2154%,-0.0121541,0.416169422,-0.416169,-1.2154%,,,,,
920,124.395,-0.0121543,0.00334372,0.415941,0.0141836,-0.000284687,-1.2154%,-0.0121546,0.415942049,-0.415941,-1.2154%,,,,,
921,125.264,-0.0121548,0.00334371,0.418847,0.0141814,-0.000341748,-1.2155%,-0.0121539,0.418846489,-0.418847,-1.2154%,,,,,
922,124.589,-0.0121553,0.00334371,0.416589,0.0141792,-0.000398809,-1.2155%,-0.0121557,0.416589485,-0.416589,-1.2155%,,,,,
923,123.32,-0.0121557,0.0033437,0.412346,0.014177,-0.00045587,-1.2156%,-0.0121551,0.412345084,-0.412346,-1.2156%,,,,,
924,122.993,-0.0121562,0.0033437,0.411252,0.0141748,-0.000512931,-1.2156%,-0.0121568,0.411251694,-0.411252,-1.2157%,,,,,
925,123.701,-0.0121567,0.00334369,0.413618,0.0141726,-0.000569992,-1.2157%,-0.0121561,0.413617797,-0.413618,-1.2156%,,,,,
926,123.65,-0.0121571,0.00334369,0.413447,0.0141704,-0.000627053,-1.2157%,-0.0121579,0.413447269,-0.413447,-1.2158%,,,,,
927,124.237,-0.0121576,0.00334368,0.415409,0.0141682,-0.000684114,-1.2158%,-0.0121571,0.415408772,-0.415409,-1.2157%,,,,,
928,124.793,-0.0121581,0.00334368,0.417267,0.014166,-0.000741175,-1.2158%,-0.0121589,0.417267858,-0.417267,-1.2158%,,,,,
929,121.359,-0.0121586,0.00334367,0.405784,0.0141638,-0.000798236,-1.2159%,-0.0121582,0.405784448,-0.405784,-1.2158%,,,,,
930,120.22,-0.012159,0.00334366,0.401975,0.0141616,-0.000855297,-1.2159%,-0.0121588,0.401974805,-0.401975,-1.2159%,,,,,
931,117.296,-0.0121595,0.00334391,0.392227,0.0141595,0.0268213,-1.2160%,-0.0121600,0.392227267,-0.392227,-1.2160%,,,,,
932,117.307,-0.01216,0.00334415,0.392292,0.0141573,0.0268237,-1.2160%,-0.0121593,0.392292204,-0.392292,-1.2159%,,,,,
933,119.271,-0.0121604,0.0033444,0.39889,0.0141551,0.0268262,-1.2160%,-0.0121610,0.398889932,-0.39889,-1.2161%,,,,,
934,119.488,-0.0121609,0.00334464,0.399645,0.0141529,0.0268286,-1.2161%,-0.0121602,0.399644344,-0.399645,-1.2161%,,,,,
935,119.407,-0.0121614,0.00334489,0.399403,0.0141507,0.0268311,-1.2161%,-0.0121619,0.39940328,-0.399403,-1.2162%,,,,,
936,118.943,-0.0121619,0.00334514,0.39788,0.0141485,0.0268335,-1.2162%,-0.0121624,0.397880987,-0.39788,-1.2161%,,,,,
937,118.15,-0.0121623,0.00334538,0.395257,0.0141463,0.026836,-1.2162%,-0.0121617,0.395256647,-0.395257,-1.2162%,,,,,
938,120.057,-0.0121628,0.00334563,0.401666,0.0141441,0.0268384,-1.2163%,-0.0121633,0.401666301,-0.401666,-1.2163%,,,,,
939,120.696,-0.0121633,0.00334587,0.403834,0.0141419,0.0268409,-1.2163%,-0.0121625,0.403833126,-0.403834,-1.2163%,,,,,
940,121.887,-0.0121637,0.00334612,0.407848,0.0141397,0.0268434,-1.2164%,-0.0121642,0.407848528,-0.407848,-1.2164%,,,,,
941,120.444,-0.0121642,0.00334637,0.40305,0.0141375,0.0268458,-1.2164%,-0.0121646,0.403050188,-0.40305,-1.2164%,,,,,
942,120.345,-0.0121647,0.00334661,0.402748,0.0141353,0.0268483,-1.2165%,-0.0121639,0.40274778,-0.402748,-1.2164%,,,,,
943,121.515,-0.0121651,0.00334686,0.406693,0.0141332,0.0268507,-1.2165%,-0.0121656,0.406693693,-0.406693,-1.2165%,,,,,
944,120.98,-0.0121656,0.0033471,0.404933,0.014131,0.0268532,-1.2166%,-0.0121648,0.404932158,-0.404933,-1.2166%,,,,,
945,120.527,-0.0121661,0.00334735,0.403446,0.0141288,0.0268556,-1.2166%,-0.0121665,0.403446053,-0.403446,-1.2166%,,,,,
946,120.436,-0.0121666,0.0033476,0.403171,0.0141266,0.0268581,-1.2167%,-0.0121670,0.403171554,-0.403171,-1.2166%,,,,,
947,121.991,-0.012167,0.00334784,0.408407,0.0141244,0.0268605,-1.2167%,-0.0121663,0.408406349,-0.408407,-1.2167%,,,,,
948,120.634,-0.0121675,0.00334809,0.403893,0.0141222,0.026863,-1.2168%,-0.0121679,0.403893489,-0.403893,-1.2167%,,,,,
949,122.209,-0.012168,0.00334834,0.409197,0.01412,0.0268654,-1.2168%,-0.0121684,0.409197283,-0.409197,-1.2168%,,,,,
950,121.099,-0.0121684,0.00334858,0.40551,0.0141178,0.0268679,-1.2168%,-0.0121677,0.405509689,-0.40551,-1.2168%,,,,,
951,121.941,-0.0121689,0.00334883,0.40836,0.0141156,0.0268703,-1.2169%,-0.0121693,0.408359679,-0.40836,-1.2170%,,,,,
952,122.834,-0.0121694,0.00334908,0.41138,0.0141134,0.0268728,-1.2169%,-0.0121698,0.411380893,-0.41138,-1.2169%,,,,,
953,121.234,-0.0121698,0.00334932,0.406052,0.0141112,0.0268753,-1.2170%,-0.0121691,0.406051461,-0.406052,-1.2170%,,,,,
954,122.409,-0.0121703,0.00334957,0.410017,0.014109,0.0268777,-1.2170%,-0.0121707,0.410017514,-0.410017,-1.2170%,,,,,
955,123.444,-0.0121708,0.00334982,0.413515,0.0141068,0.0268802,-1.2171%,-0.0121712,0.41351518,-0.413515,-1.2171%,,,,,
956,123.258,-0.0121713,0.00335006,0.412922,0.0141047,0.0268826,-1.2171%,-0.0121704,0.412921695,-0.412922,-1.2171%,,,,,
957,123.014,-0.0121717,0.00335031,0.412135,0.0141025,0.0268851,-1.2172%,-0.0121722,0.412135034,-0.412135,-1.2172%,,,,,
958,124.445,-0.0121722,0.00335056,0.41696,0.0141003,0.0268875,-1.2172%,-0.0121726,0.416960439,-0.41696,-1.2172%,,,,,
959,123.347,-0.0121727,0.0033508,0.413311,0.0140981,0.02689,-1.2173%,-0.0121718,0.413311128,-0.413311,-1.2172%,,,,,
960,124.958,-0.0121731,0.00335105,0.41874,0.0140959,0.0268924,-1.2173%,-0.0121736,0.418740506,-0.41874,-1.2173%,,,,,
961,127.744,-0.0121736,0.00335106,0.428077,0.0140937,0.000724734,-1.2174%,-0.0121740,0.428077809,-0.428077,-1.2173%,,,,,
962,127.859,-0.0121741,0.00335106,0.428463,0.0140915,0.000672779,-1.2174%,-0.0121733,0.428463181,-0.428463,-1.2173%,,,,,
963,127.875,-0.0121745,0.00335107,0.428518,0.0140893,0.000620825,-1.2175%,-0.0121751,0.428518076,-0.428518,-1.2175%,,,,,
964,127.905,-0.012175,0.00335107,0.428619,0.0140871,0.00056887,-1.2175%,-0.0121743,0.428618608,-0.428619,-1.2175%,,,,,
965,129.01,-0.0121755,0.00335108,0.432323,0.0140849,0.000516916,-1.2176%,-0.0121761,0.432322831,-0.432323,-1.2176%,,,,,
966,130.021,-0.0121759,0.00335108,0.435711,0.0140827,0.000464961,-1.2176%,-0.0121754,0.435710773,-0.435711,-1.2176%,,,,,
967,131.566,-0.0121764,0.00335109,0.440889,0.0140805,0.000413007,-1.2176%,-0.0121772,0.440889507,-0.440889,-1.2177%,,,,,
968,131.305,-0.0121769,0.00335109,0.440015,0.0140784,0.000361053,-1.2177%,-0.0121764,0.440014872,-0.440015,-1.2177%,,,,,
969,130.608,-0.0121774,0.00335109,0.437679,0.0140762,0.000309098,-1.2177%,-0.0121770,0.437679163,-0.437679,-1.2177%,,,,,
970,131.809,-0.0121778,0.00335109,0.441704,0.014074,0.000257144,-1.2178%,-0.0121776,0.441703822,-0.441704,-1.2178%,,,,,
971,133.17,-0.0121783,0.0033511,0.446265,0.0140718,0.000205189,-1.2178%,-0.0121794,0.446265987,-0.446265,-1.2178%,,,,,
972,134.034,-0.0121788,0.0033511,0.449161,0.0140696,0.000153235,-1.2179%,-0.0121786,0.449161337,-0.449161,-1.2178%,,,,,
973,133.834,-0.0121792,0.0033511,0.448491,0.0140674,0.00010128,-1.2179%,-0.0121791,0.448491117,-0.448491,-1.2179%,,,,,
974,132.166,-0.0121797,0.0033511,0.442901,0.0140652,4.93E-05,-1.2180%,-0.0121796,0.442901483,-0.442901,-1.2179%,,,,,
975,131.168,-0.0121802,0.0033511,0.439557,0.014063,-2.63E-06,-1.2180%,-0.0121802,0.439557085,-0.439557,-1.2180%,,,,,
976,128.928,-0.0121806,0.0033511,0.43205,0.0140608,-5.46E-05,-1.2181%,-0.0121807,0.432050621,-0.43205,-1.2180%,,,,,
977,129.159,-0.0121811,0.0033511,0.432824,0.0140586,-0.000106538,-1.2181%,-0.0121812,0.432824725,-0.432824,-1.2180%,,,,,
978,128.654,-0.0121816,0.0033511,0.431132,0.0140564,-0.000158492,-1.2182%,-0.0121818,0.431132419,-0.431132,-1.2181%,,,,,
979,129.293,-0.012182,0.00335109,0.433273,0.0140542,-0.000210446,-1.2182%,-0.0121810,0.433272479,-0.433273,-1.2182%,,,,,
980,129.461,-0.0121825,0.00335109,0.433836,0.0140521,-0.000262401,-1.2183%,-0.0121828,0.433835462,-0.433836,-1.2183%,,,,,
981,128.647,-0.012183,0.00335109,0.431108,0.0140499,-0.000314355,-1.2183%,-0.0121833,0.431107675,-0.431108,-1.2184%,,,,,
982,130.963,-0.0121835,0.00335109,0.438868,0.0140477,-0.00036631,-1.2184%,-0.0121839,0.4388688,-0.438868,-1.2183%,,,,,
983,131.629,-0.0121839,0.00335108,0.4411,0.0140455,-0.000418264,-1.2184%,-0.0121832,0.441099309,-0.4411,-1.2184%,,,,,
984,133.641,-0.0121844,0.00335108,0.447841,0.0140433,-0.000470219,-1.2184%,-0.0121849,0.447841682,-0.447841,-1.2184%,,,,,
985,131.17,-0.0121849,0.00335107,0.43956,0.0140411,-0.000522173,-1.2185%,-0.0121842,0.439559852,-0.43956,-1.2184%,,,,,
986,131.362,-0.0121853,0.00335107,0.440203,0.0140389,-0.000574128,-1.2185%,-0.0121861,0.440203257,-0.440203,-1.2186%,,,,,
987,132.186,-0.0121858,0.00335106,0.442963,0.0140367,-0.000626082,-1.2186%,-0.0121852,0.442963217,-0.442963,-1.2185%,,,,,
988,129.559,-0.0121863,0.00335106,0.434159,0.0140345,-0.000678037,-1.2186%,-0.0121871,0.434159983,-0.434159,-1.2186%,,,,,
989,128.824,-0.0121867,0.00335105,0.431695,0.0140323,-0.000729991,-1.2187%,-0.0121863,0.431695665,-0.431695,-1.2186%,,,,,
990,129.365,-0.0121872,0.00335104,0.433507,0.0140301,-0.000781946,-1.2187%,-0.0121868,0.43350729,-0.433507,-1.2187%,,,,,
991,131.456,-0.0121877,0.00335105,0.440515,0.0140279,0.000687199,-1.2188%,-0.0121882,0.440515629,-0.440515,-1.2188%,,,,,
992,131.5,-0.0121881,0.00335105,0.440664,0.0140258,0.000638311,-1.2188%,-0.0121874,0.440663075,-0.440664,-1.2188%,,,,,
993,132.028,-0.0121886,0.00335106,0.442434,0.0140236,0.000589424,-1.2189%,-0.0121892,0.44243375,-0.442434,-1.2189%,,,,,
994,131.554,-0.0121891,0.00335106,0.440846,0.0140214,0.000540536,-1.2189%,-0.0121884,0.440845347,-0.440846,-1.2189%,,,,,
995,132.116,-0.0121895,0.00335107,0.44273,0.0140192,0.000491648,-1.2190%,-0.0121903,0.442729964,-0.44273,-1.2190%,,,,,
996,133.299,-0.01219,0.00335107,0.446695,0.014017,0.00044276,-1.2190%,-0.0121894,0.44669428,-0.446695,-1.2190%,,,,,
997,133.118,-0.0121905,0.00335108,0.446089,0.0140148,0.000393873,-1.2191%,-0.0121913,0.446089067,-0.446089,-1.2191%,,,,,
998,131.49,-0.012191,0.00335108,0.440633,0.0140126,0.000344985,-1.2191%,-0.0121906,0.440633509,-0.440633,-1.2190%,,,,,
999,129.63,-0.0121914,0.00335108,0.434401,0.0140104,0.000296097,-1.2191%,-0.0121911,0.4344005,-0.434401,-1.2192%,,,,,
