tau,s_tmp,cash,delta,pv,r_for,q,PL
158,342.885,0.0336929,-9.24184e-10,2.16526e-09,0.0135922,0.032988,0.0336926
159,341.412,0.0336942,-9.49805e-10,2.17957e-09,0.0135857,0.0333239,0.0336939
160,342.841,0.0336952,-3.21392e-10,7.32131e-10,0.0135791,0.0336598,0.0336951
161,343.988,0.0336964,-1.03239e-10,2.56099e-10,0.0135725,0.0339956,0.0336964
162,344.845,0.0336977,-3.12097e-11,1.01885e-10,0.0135659,0.0343315,0.0336976
163,344.987,0.0336989,-1.62353e-11,4.92609e-11,0.0135593,0.0346674,0.0336989
164,342.823,0.0337002,-2.71939e-11,5.71253e-11,0.0135527,0.0350033,0.0337001
165,339.689,0.0337014,-4.4996e-11,9.84658e-11,0.0135461,0.0353391,0.0337014
166,342.908,0.0337026,-6.33595e-12,1.23492e-11,0.0135395,0.035675,0.0337026
167,341.062,0.0337039,-5.36333e-12,1.15896e-11,0.0135329,0.0360109,0.0337039
168,341.106,0.0337051,-2.32574e-12,4.84501e-12,0.0135263,0.0363467,0.0337051
169,337.153,0.0337064,-6.7822e-12,1.16727e-11,0.0135198,0.0366826,0.0337064
170,337.147,0.0337076,-2.71566e-12,4.56272e-12,0.0135132,0.0370185,0.0337076
171,336.17,0.0337089,-1.01356e-12,2.61323e-12,0.0135066,0.0373544,0.0337089
172,335.857,0.0337101,-7.01376e-13,1.03088e-12,0.0135,0.0376902,0.0337101
173,336.317,0.0337114,-1.0973e-13,2.51587e-13,0.0134934,0.0380261,0.0337114
174,333.176,0.0337126,-1.33104e-13,3.34408e-13,0.0134868,0.038362,0.0337126
175,332.839,0.0337139,-7.21665e-14,9.99634e-14,0.0134802,0.0386979,0.0337139
176,332.392,0.0337151,-1.61527e-14,2.62551e-14,0.0134736,0.0390337,0.0337151
177,330.746,0.0337164,-6.73928e-15,1.09995e-14,0.013467,0.0393696,0.0337164
178,329.574,0.0337176,-2.27802e-15,3.14303e-15,0.0134605,0.0397055,0.0337176
179,332.401,0.0337188,-4.14165e-17,6.1476e-17,0.0134539,0.0400414,0.0337188
180,335.292,0.0337201,-3.89464e-19,5.78279e-19,0.0134473,0.0403772,0.0337201
expired,335.292,0.0337201,-3.89464e-19,0,,,0.0337201
0,293.98,73.8517,-0.238926,3.61234,,,0
1,293.253,73.5097,-0.23775,3.76198,0.0132822,0,0.0268526
2,290.356,84.4141,-0.275296,4.49842,0.0133058,0,-0.0183005
3,289.105,90.2434,-0.295449,4.83041,0.0133293,0,-0.00267736
4,289.167,89.8928,-0.294225,4.77561,0.0133528,0,0.0370101
5,288.067,96.1017,-0.315767,5.0751,0.0133764,0,0.0644678
6,290.561,82.9151,-0.270372,4.30382,0.0133999,0,0.0516158
7,288.276,95.2865,-0.313276,4.93691,0.0134235,0,0.0393883
8,288.376,94.9248,-0.31201,4.87007,0.013447,0,0.0785235
9,287.484,94.5601,-0.310729,5.11434,0.0134706,0,0.115985
10,288.49,94.1899,-0.309434,4.76244,0.0134941,0,0.158851
11,286.067,99.2311,-0.327044,5.49978,0.0135176,0,0.174825
12,284.707,103.049,-0.340441,5.9195,0.0135412,0,0.203651
13,288.587,92.9574,-0.305459,4.62382,0.0135647,0,0.182211
14,286.925,98.0087,-0.323052,5.10062,0.0135883,0,0.216447
15,285.571,101.837,-0.336445,5.50263,0.0136118,0,0.255415
16,290.577,78.8292,-0.257252,3.95972,0.0136353,0,0.117966
17,295.084,62.1726,-0.200795,2.8777,0.0136589,0,0.0434135
18,293.655,66.7717,-0.216449,3.15249,0.0136824,0,0.0580137
19,294.203,66.3834,-0.21512,3.00397,0.013706,0,0.0902869
20,293.29,65.994,-0.213784,3.17453,0.0137295,0,0.118723
21,301.064,44.0398,-0.140854,1.75236,0.0137531,0,-0.118602
22,303.974,35.6582,-0.113275,1.3557,0.0137766,0,-0.130076
23,299.574,46.8422,-0.150604,1.93049,0.0138001,0,-0.205185
24,296.29,54.5013,-0.176447,2.45741,0.0138237,0,-0.235715
25,303.408,38.5711,-0.123936,1.37028,0.0138472,0,-0.402433
26,301.236,42.0629,-0.135523,1.62747,0.0138708,0,-0.388989
27,297.207,53.1113,-0.172692,2.21996,0.0138943,0,-0.433848
28,292.388,67.1271,-0.220621,3.12999,0.0139179,0,-0.5096
29,293.226,66.7005,-0.219157,2.92123,0.0139414,0,-0.483146
30,294.614,61.0714,-0.200042,2.61322,0.0139649,0,-0.476842
31,294.711,60.6595,-0.198636,2.56753,0.0139885,0,-0.448256
32,294.019,60.2472,-0.197226,2.6712,0.014012,0,-0.412219
33,293.058,64.9364,-0.213219,2.83907,0.0140356,0,-0.38814
34,294.278,59.3998,-0.194396,2.56773,0.0140591,0,-0.374411
35,293.478,58.9859,-0.192978,2.69658,0.0140826,0,-0.34555
36,292.299,63.5785,-0.208682,2.90782,0.0141062,0,-0.326923
37,294.14,58.1273,-0.190141,2.51206,0.0141297,0,-0.312766
38,296.812,48.9011,-0.159049,2.02266,0.0141533,0,-0.329251
39,299.537,41.1152,-0.13305,1.6004,0.0141768,0,-0.338577
40,298.571,44.3379,-0.143838,1.71339,0.0142004,0,-0.32145
41,297.477,47.8201,-0.155538,1.8532,0.0142239,0,-0.302136
42,296.534,47.4886,-0.154414,1.9757,0.0142474,0,-0.27614
43,297.547,47.164,-0.153317,1.79919,0.014271,0,-0.254166
44,299.31,39.6329,-0.128149,1.53176,0.0142945,0,-0.255206
45,301.238,36.1697,-0.116647,1.27134,0.0143181,0,-0.240295
46,298.657,42.4569,-0.137694,1.57856,0.0143416,0,-0.244963
47,297.966,42.1692,-0.136723,1.65541,0.0143652,0,-0.225022
48,301.676,35.3113,-0.113985,1.17279,0.0143887,0,-0.247986
49,298.332,41.5112,-0.134762,1.56557,0.0144122,0,-0.258177
50,299.691,37.8148,-0.122423,1.37236,0.0144358,0,-0.246447
51,299.77,37.5223,-0.121442,1.34483,0.0144593,0,-0.227149
52,300.077,37.2274,-0.120454,1.29117,0.0144829,0,-0.20931
53,300.851,33.8403,-0.109191,1.1859,0.0145064,0,-0.19575
54,303.05,30.1321,-0.09695,0.940939,0.0145299,0,-0.189588
55,303.164,29.8461,-0.0960027,0.916698,0.0145535,0,-0.175164
56,303.452,29.5581,-0.0950496,0.877262,0.014577,0,-0.162174
57,304.889,25.6219,-0.0821356,0.744542,0.0146006,0,-0.164855
58,308.673,16.6318,-0.0530071,0.488253,0.0146241,0,-0.218325
59,305.036,21.7526,-0.0697926,0.709152,0.0146477,0,-0.245812
60,304.453,24.677,-0.0793951,0.740311,0.0146712,0,-0.235354
61,309.559,13.6405,-0.0437436,0.419484,0.0146947,0.0181544,-0.320174
62,310.24,13.4135,-0.0430122,0.379587,0.0147183,0.01874,-0.310226
63,311.549,11.3033,-0.0362395,0.32011,0.0147418,0.0193257,-0.307204
64,310.032,12.9498,-0.0415508,0.37165,0.0147654,0.0199113,-0.303928
65,309.929,12.7236,-0.0408216,0.367805,0.0147889,0.0204969,-0.296002
66,306.906,16.912,-0.0544695,0.505268,0.0148125,0.0210825,-0.310247
67,307.376,16.6375,-0.0535774,0.468754,0.014836,0.0216682,-0.29964
68,307.417,16.3628,-0.0526848,0.456486,0.0148595,0.0222538,-0.289908
69,306.446,18.6939,-0.0602928,0.498835,0.0148831,0.0228394,-0.281452
70,308.068,13.5456,-0.0435826,0.405695,0.0149066,0.023425,-0.286566
71,309.769,11.3542,-0.0365095,0.325163,0.0149302,0.0240107,-0.280469
72,309.33,13.0544,-0.042007,0.334165,0.0149537,0.0245963,-0.273748
73,306.314,17.4409,-0.0563282,0.46267,0.0149772,0.0251819,-0.275896
74,306.277,17.1401,-0.0553479,0.453931,0.0150008,0.0257675,-0.265622
75,307.484,14.435,-0.0465519,0.384857,0.0150243,0.0263532,-0.263878
76,307.495,14.1798,-0.0457236,0.375098,0.0150479,0.0269388,-0.255063
77,306.805,13.8956,-0.0447988,0.395923,0.0150714,0.0275244,-0.244829
78,307.499,13.6108,-0.0438742,0.354078,0.015095,0.02811,-0.234536
79,306.62,13.3269,-0.0429499,0.382599,0.0151185,0.0286957,-0.225002
80,304.277,17.8508,-0.0578193,0.489652,0.015142,0.0292813,-0.231907
81,302.314,20.3912,-0.0662246,0.601307,0.0151656,0.0298669,-0.230748
82,298.351,28.6742,-0.09399,0.904387,0.0151891,0.0304525,-0.272173
83,302.632,19.5323,-0.0637862,0.54862,0.0152127,0.0310382,-0.320023
84,302.964,19.1607,-0.0625625,0.512994,0.0152362,0.0316238,-0.306462
85,301.348,21.5255,-0.0704127,0.604106,0.0152598,0.0322094,-0.297325
86,304.614,15.6442,-0.0511085,0.396261,0.0152833,0.032795,-0.320437
87,308.097,9.09855,-0.0298657,0.246817,0.0153068,0.0333807,-0.349805
88,309.443,7.3562,-0.0242367,0.199601,0.0153304,0.0339663,-0.343263
89,310.547,7.13475,-0.0235249,0.165579,0.0153539,0.0345519,-0.336418
90,306.447,11.9488,-0.0392354,0.275383,0.0153775,0.0351375,-0.350147
91,305.521,11.6401,-0.0382272,0.299474,0.015401,0.0357232,-0.338601
92,303.804,13.5107,-0.0443832,0.362299,0.0140272,0.00204237,-0.335376
93,305.468,11.0534,-0.0363373,0.282034,0.0140206,0.00189108,-0.328531
94,310.211,6.04943,-0.0202053,0.141975,0.014014,0.0017398,-0.360455
95,312.127,4.76434,-0.0160874,0.104277,0.0140074,0.00158851,-0.361262
96,310.374,5.67168,-0.0190103,0.128438,0.0140008,0.00143722,-0.357052
97,311.073,4.44348,-0.0150614,0.11171,0.0139942,0.00128594,-0.353433
98,308.04,6.5085,-0.0217646,0.166049,0.0139876,0.00113465,-0.36193
99,305.884,9.37051,-0.0311204,0.216275,0.013981,0.000983363,-0.365005
100,305.621,9.11008,-0.0302672,0.216288,0.0139745,0.000832077,-0.356487
101,304.695,10.7438,-0.0356279,0.238215,0.0139679,0.00068079,-0.350046
102,305.283,8.59168,-0.028577,0.211139,0.0139613,0.000529503,-0.343515
103,304.499,10.1595,-0.0337247,0.227037,0.0139547,0.000378217,-0.336717
104,302.815,11.9846,-0.0397507,0.277654,0.0139481,0.00022693,-0.330143
105,299.974,15.9394,-0.0529328,0.397014,0.0139415,7.56433e-05,-0.336119
106,301.08,13.4184,-0.0445578,0.330938,0.0139349,-7.56433e-05,-0.327994
107,296.769,20.3747,-0.067996,0.559329,0.0139283,-0.00022693,-0.363767
108,296.886,19.9327,-0.0665045,0.533716,0.0139217,-0.000378217,-0.345328
109,294.108,26.2093,-0.0878431,0.726544,0.0139152,-0.000529503,-0.352558
110,292.168,29.7309,-0.099893,0.888306,0.0139086,-0.00068079,-0.342892
111,292.998,29.1921,-0.0980497,0.783546,0.013902,-0.000832077,-0.319821
112,292.771,28.6502,-0.0961948,0.780917,0.0138954,-0.000983363,-0.293816
113,294.52,24.146,-0.0808973,0.612295,0.0138888,-0.00113465,-0.292202
114,294.182,23.6306,-0.0791422,0.617259,0.0138822,-0.00128594,-0.268816
115,293.918,23.1138,-0.0773803,0.616791,0.0138756,-0.00143722,-0.246444
116,298.131,13.806,-0.0461567,0.341824,0.013869,-0.00158851,-0.296559
117,300.64,9.54156,-0.0319702,0.228517,0.0138624,-0.0017398,-0.298467
118,302.957,7.56209,-0.025435,0.150309,0.0138558,-0.00189108,-0.29392
119,304.191,5.75062,-0.0194788,0.116156,0.0138493,-0.00204237,-0.290813
120,305.431,4.30309,-0.0147387,0.0892788,0.0138427,-0.00219366,-0.287836
121,304.922,5.25731,-0.0178675,0.0923059,0.0138361,-0.00234494,-0.283178
122,301.224,7.86817,-0.0265344,0.163645,0.0138295,0.00140582,-0.288249
123,301.923,7.54599,-0.0254664,0.138576,0.0138229,0.00131798,-0.281464
124,302.225,5.8355,-0.0198059,0.124418,0.0138163,0.00123014,-0.274747
125,299.187,8.34119,-0.0281802,0.194724,0.0138097,0.0011423,-0.284683
126,298.055,9.69366,-0.0327169,0.220281,0.0138031,0.00105446,-0.278046
127,297.443,11.3048,-0.0381322,0.230143,0.0137965,0.000966626,-0.26755
128,292.233,19.1781,-0.0650729,0.473162,0.0137899,0.000878787,-0.311489
129,294.353,15.3703,-0.0521343,0.332075,0.0137834,0.000790948,-0.307651
130,296.079,12.1634,-0.0413013,0.242777,0.0137768,0.00070311,-0.307826
131,293.836,14.2805,-0.0485049,0.324236,0.0137702,0.000615271,-0.296196
132,296.183,11.1953,-0.0380866,0.213757,0.0137636,0.000527432,-0.299012
133,297.195,8.65713,-0.0295447,0.170285,0.013757,0.000439594,-0.293677
134,298.137,6.59876,-0.0226395,0.136259,0.0137504,0.000351755,-0.287169
135,300.84,3.91757,-0.0137263,0.0784284,0.0137438,0.000263916,-0.290287
136,299.382,4.63492,-0.016122,0.0952597,0.0137372,0.000176077,-0.286963
137,299.658,4.33685,-0.0151267,0.0836449,0.0137306,8.82387e-05,-0.279621
138,303.127,2.36563,-0.0086232,0.039016,0.013724,4e-07,-0.287306
139,302.978,2.18408,-0.00802367,0.0366849,0.0137175,-8.74387e-05,-0.2836
140,300.264,3.53507,-0.0125227,0.0587804,0.0137109,-0.000175277,-0.283835
141,301.438,2.49021,-0.00905605,0.0421671,0.0137043,-0.000263116,-0.281788
142,298.816,4.00146,-0.0141132,0.065935,0.0136977,-0.000350955,-0.281717
143,294.709,8.17898,-0.0282877,0.133866,0.0136911,-0.000438794,-0.29153
144,292.764,9.91711,-0.0342236,0.177508,0.0136845,-0.000526632,-0.27984
145,291.656,12.0133,-0.0414096,0.203181,0.0136779,-0.000614471,-0.267216
146,292.651,8.86175,-0.0306389,0.155642,0.0136713,-0.00070231,-0.260405
147,288.349,17.4907,-0.060563,0.322085,0.0136647,-0.000790148,-0.294687
148,290.149,13.0728,-0.0453341,0.215977,0.0136581,-0.000877987,-0.296874
149,287.771,15.8915,-0.0551274,0.313168,0.0136516,-0.000965826,-0.285736
150,287.08,18.7218,-0.0649841,0.332409,0.013645,-0.00105366,-0.266229
151,286.865,17.8389,-0.0619037,0.32142,0.0136384,-0.0011415,-0.240552
152,283.338,24.9614,-0.0870389,0.554904,0.0136318,-0.00122934,-0.254955
153,280.805,35.0525,-0.122979,0.780298,0.0136252,0.0313086,-0.261056
154,279.336,40.686,-0.143153,0.922165,0.0136186,0.0316445,-0.223961
155,277.435,47.2212,-0.166716,1.16583,0.013612,0.0319804,-0.197449
156,272.75,76.0009,-0.272241,2.16587,0.0136054,0.0323163,-0.418687
157,271.774,85.4877,-0.307162,2.36534,0.0135988,0.0326521,-0.35608
158,265.359,131.825,-0.481798,4.80446,0.0135922,0.032988,-0.829139
159,263.748,144.12,-0.52844,5.52042,0.0135857,0.0333239,-0.775331
160,259.298,191.385,-0.710749,8.16059,0.0135791,0.0336598,-1.07127
161,259.775,179.944,-0.666745,7.71591,0.0135725,0.0339956,-0.975524
162,260.096,180.78,-0.669998,7.37303,0.0135659,0.0343315,-0.856706
163,263.893,143.041,-0.527026,4.93944,0.0135593,0.0346674,-0.977151
164,261.911,168.337,-0.62364,5.95236,0.0135527,0.0350033,-0.953617
165,259.966,183.399,-0.681614,7.08614,0.0135461,0.0353391,-0.883665
166,259.726,184.599,-0.686275,7.12532,0.0135395,0.035675,-0.769885
167,259.966,185.932,-0.691445,6.81827,0.0135329,0.0360109,-0.638388
168,259.379,202.118,-0.753887,7.10583,0.0135263,0.0363467,-0.530739
169,259.416,204.191,-0.761925,6.93983,0.0135198,0.0366826,-0.404666
170,261.262,173.911,-0.646077,5.4945,0.0135132,0.0370185,-0.378602
171,259.06,208.864,-0.781039,6.91727,0.0135066,0.0373544,-0.38958
172,260.796,195.373,-0.72936,5.48752,0.0135,0.0376902,-0.329082
173,262.909,163.508,-0.608207,3.92259,0.0134934,0.0380261,-0.31764
174,262.352,181.766,-0.67784,4.07756,0.0134868,0.038362,-0.144909
175,260.182,206.108,-0.771445,5.40278,0.0134802,0.0386979,-0.0109202
176,261.532,189.515,-0.708055,4.2022,0.0134736,0.0390337,0.134228
177,260.964,195.541,-0.731192,4.42357,0.013467,0.0393696,0.302267
178,258.103,242.478,-0.9131,6.72182,0.0134605,0.0397055,0.0821886
179,258.741,250.795,-0.945311,6.00022,0.0134539,0.0400414,0.204989
180,259.033,259.095,-0.977421,5.61792,0.0134473,0.0403772,0.293319
expired,259.033,259.095,-0.977421,5.51107,,,0.400166
0,293.98,73.8517,-0.238926,3.61234,,,0
1,293.454,73.5095,-0.23775,3.71227,0.0132822,0,0.0284374
2,295.239,68.0111,-0.219118,3.26613,0.0133058,0,0.0528801
3,296.387,62.8631,-0.20174,2.99361,0.0133293,0,0.0762748
4,297.595,62.5234,-0.200591,2.72552,0.0133528,0,0.103058
5,294.881,66.9465,-0.215583,3.26128,0.0133764,0,0.113902
6,295.736,66.596,-0.214389,3.04697,0.0133999,0,0.146382
7,297.972,57.0091,-0.182207,2.57762,0.0134235,0,0.138815
8,298.674,56.672,-0.181072,2.42459,0.013447,0,0.166006
9,295.192,65.4396,-0.210766,3.07874,0.0134706,0,0.144495
10,299.844,51.7621,-0.165142,2.17558,0.0134941,0,0.0694529
11,300.88,47.6636,-0.151514,1.98969,0.0135176,0,0.086284
12,295.95,64.1093,-0.207078,2.83958,0.0135412,0,-0.0148425
13,295.473,63.7444,-0.205834,2.90671,0.0135647,0,0.0190935
14,295.518,63.3773,-0.204584,2.87038,0.0135883,0,0.0486002
15,294.835,63.0092,-0.203328,2.98625,0.0136118,0,0.0747757
16,290.357,78.6688,-0.257252,4.0185,0.0136353,0,-0.0446931
17,291.617,78.27,-0.255874,3.66085,0.0136589,0,-0.0081966
18,289.791,84.025,-0.275723,4.10009,0.0136824,0,0.0228217
19,289.306,83.6159,-0.274298,4.19857,0.013706,0,0.0611449
20,291.964,71.2692,-0.231999,3.47988,0.0137295,0,0.0538386
21,298.415,51.5591,-0.165941,2.15878,0.0137531,0,-0.118962
22,303.094,39.7378,-0.126932,1.46105,0.0137766,0,-0.195714
23,306.624,28.0061,-0.0886668,1.06442,0.0138001,0,-0.245664
24,308.263,24.6096,-0.0776451,0.908054,0.0138237,0,-0.233522
25,309.666,21.5156,-0.0676508,0.78932,0.0138472,0,-0.222844
26,311.018,18.6984,-0.0585902,0.688001,0.0138708,0,-0.212161
27,312.258,18.513,-0.057994,0.604769,0.0138943,0,-0.20084
28,313.079,15.9596,-0.0498361,0.550209,0.0139179,0,-0.193179
29,313.709,15.7915,-0.0492983,0.511151,0.0139414,0,-0.184944
30,309.948,20.4719,-0.0643968,0.708545,0.0139649,0,-0.196288
31,307.758,26.033,-0.0824639,0.854178,0.0139885,0,-0.20013
32,306.327,29.0763,-0.0923955,0.959452,0.014012,0,-0.186421
33,304.122,32.3794,-0.103253,1.15459,0.0140356,0,-0.176681
34,305.749,28.5564,-0.0907453,0.980144,0.0140591,0,-0.168983
35,306.621,25.0832,-0.0794144,0.891899,0.0140826,0,-0.158773
36,313.565,14.4819,-0.0456021,0.450462,0.0141062,0,-0.267789
37,318.774,7.9398,-0.0250777,0.269385,0.0141297,0,-0.323709
38,316.685,10.2493,-0.0323695,0.319812,0.0141533,0,-0.321452
39,311.611,16.0505,-0.0509849,0.512195,0.0141768,0,-0.34919
40,314.792,11.7492,-0.0373189,0.365641,0.0142004,0,-0.364187
41,319.238,7.41535,-0.023742,0.230214,0.0142239,0,-0.394227
42,320.541,6.38052,-0.0205127,0.195083,0.0142474,0,-0.38974
43,321.047,6.27863,-0.0201946,0.179092,0.014271,0,-0.383881
44,326.036,3.13676,-0.0105573,0.100133,0.0142945,0,-0.405419
45,328.199,2.48554,-0.00857265,0.0755765,0.0143181,0,-0.403579
46,326.326,2.90429,-0.0098556,0.0881866,0.0143416,0,-0.40003
47,324.648,3.42286,-0.0114526,0.103952,0.0143652,0,-0.399146
48,323.899,4.01267,-0.0132731,0.110535,0.0143887,0,-0.397019
49,326.346,2.70188,-0.00925608,0.0815125,0.0144122,0,-0.400315
50,326.309,2.63813,-0.00906038,0.0797384,0.0144358,0,-0.398093
51,323.201,3.75134,-0.0125044,0.111003,0.0144593,0,-0.401093
52,320.587,5.21653,-0.0170743,0.146183,0.0144829,0,-0.403434
53,320.335,5.11355,-0.0167521,0.146914,0.0145064,0,-0.39966
54,320.827,5.01116,-0.0164324,0.135762,0.0145299,0,-0.396545
55,322.628,4.11036,-0.0136396,0.107532,0.0145535,0,-0.397706
56,322.472,4.02121,-0.0133627,0.10674,0.014577,0,-0.394621
57,322.204,3.93293,-0.0130882,0.10725,0.0146006,0,-0.391391
58,323.724,3.18969,-0.0107918,0.0873548,0.0146241,0,-0.391227
59,327.117,1.6718,-0.00615123,0.0569704,0.0146477,0,-0.39734
60,325.148,2.48535,-0.00865311,0.0698221,0.0146712,0,-0.398009
61,323.859,2.95223,-0.0100948,0.0793046,0.0146947,0.0181544,-0.396382
62,321.465,3.47844,-0.0117319,0.10272,0.0147183,0.01874,-0.395672
63,322.297,3.3878,-0.0114509,0.0902457,0.0147418,0.0193257,-0.393017
64,321.222,3.29835,-0.0111726,0.0999359,0.0147654,0.0199113,-0.39046
65,318.563,4.65108,-0.0154191,0.133867,0.0147889,0.0204969,-0.394754
66,320.298,3.76824,-0.0126631,0.105237,0.0148125,0.0210825,-0.392977
67,320.219,3.66838,-0.0123515,0.103264,0.014836,0.0216682,-0.390088
68,317.221,5.15992,-0.0170537,0.144692,0.0148595,0.0222538,-0.394576
69,321.783,2.83406,-0.00982612,0.0801069,0.0148831,0.0228394,-0.407926
70,320.778,3.34989,-0.0114344,0.0881387,0.0149066,0.023425,-0.406163
71,321.584,2.66703,-0.00931135,0.0772816,0.0149302,0.0240107,-0.404632
72,322.003,2.58612,-0.00906037,0.0709035,0.0149537,0.0245963,-0.402244
73,322.695,2.0336,-0.00734844,0.0631164,0.0149772,0.0251819,-0.400823
74,320.513,2.96762,-0.0102629,0.0802635,0.0150008,0.0257675,-0.402021
75,322.044,2.34911,-0.00834264,0.0640406,0.0150243,0.0263532,-0.401624
76,320.724,2.79108,-0.00972099,0.0734509,0.0150479,0.0269388,-0.400127
77,322.253,2.1862,-0.00784434,0.0579057,0.0150714,0.0275244,-0.399567
78,318.672,3.15567,-0.0108869,0.0880768,0.015095,0.02811,-0.40175
79,315.618,4.49134,-0.0151192,0.125005,0.0151185,0.0286957,-0.405562
80,311.36,7.66378,-0.0253088,0.206783,0.015142,0.0292813,-0.423164
81,313.735,6.19063,-0.0206143,0.147724,0.0151656,0.0298669,-0.424531
82,312.419,6.00882,-0.0200333,0.168711,0.0151891,0.0304525,-0.418669
83,314.276,4.78773,-0.0161488,0.127422,0.0152127,0.0310382,-0.414873
84,316.121,3.76045,-0.0128999,0.0957617,0.0152362,0.0316238,-0.413255
85,317.108,2.93164,-0.0102869,0.0807151,0.0152598,0.0322094,-0.41114
86,317.098,2.81557,-0.00992143,0.0773492,0.0152833,0.032795,-0.407841
87,317.284,2.70124,-0.00956161,0.0720148,0.0153068,0.0333807,-0.40452
88,322.622,1.26852,-0.00512129,0.0327183,0.0153304,0.0339663,-0.416438
89,320.283,1.54697,-0.00599098,0.043131,0.0153539,0.0345519,-0.414973
90,317.688,2.34957,-0.00851774,0.0591246,0.0153775,0.0351375,-0.415539
91,316.459,2.82622,-0.0100245,0.067028,0.015401,0.0357232,-0.413141
92,316.889,2.13821,-0.00785304,0.060151,0.0140272,0.00204237,-0.410479
93,316.964,2.04573,-0.00756106,0.05684,0.0140206,0.00189108,-0.407692
94,316.508,2.48905,-0.00896149,0.0579102,0.014014,0.0017398,-0.405242
95,322.193,0.809108,-0.00374716,0.0238288,0.0140074,0.00158851,-0.422029
96,321.966,0.755081,-0.00357927,0.0232801,0.0140008,0.00143722,-0.420601
97,323.368,0.4851,-0.00274429,0.0177448,0.0139942,0.00128594,-0.42006
98,320.746,0.902732,-0.0040463,0.0251642,0.0139876,0.00113465,-0.420269
99,319.537,1.14072,-0.004791,0.0287083,0.013981,0.000983363,-0.41889
100,320.995,0.784732,-0.00368186,0.0216532,0.0139745,0.000832077,-0.418779
101,320.717,0.728652,-0.00350691,0.0212871,0.0139679,0.00068079,-0.417363
102,322.63,0.456651,-0.00266376,0.0148254,0.0139613,0.000529503,-0.417581
103,318.223,1.1831,-0.00494655,0.0281398,0.0139547,0.000378217,-0.419141
104,318.819,0.809698,-0.00377519,0.0240547,0.0139481,0.00022693,-0.41796
105,316.404,1.40707,-0.0056631,0.0333914,0.0139415,7.56433e-05,-0.418148
106,314.51,1.7778,-0.00684168,0.0425711,0.0139349,-7.56433e-05,-0.416546
107,312.644,2.21638,-0.00824428,0.054719,0.0139283,-0.00022693,-0.415861
108,311.379,2.7372,-0.00991662,0.0635063,0.0139217,-0.000378217,-0.414135
109,313.688,1.98881,-0.0075305,0.0413452,0.0139152,-0.000529503,-0.414758
110,316.481,1.00432,-0.00441948,0.0244455,0.0139086,-0.00068079,-0.418811
111,316.68,0.931975,-0.00419091,0.0222027,0.013902,-0.000832077,-0.417408
112,318.725,0.371321,-0.00243174,0.0146161,0.0138954,-0.000983363,-0.418352
113,320.358,0.164758,-0.0017869,0.0102072,0.0138888,-0.00113465,-0.417896
114,319.755,0.128917,-0.00167478,0.0106067,0.0138822,-0.00128594,-0.41721
115,319.975,0.0945435,-0.00156734,0.00944784,0.0138756,-0.00143722,-0.416413
116,320.761,0.061566,-0.00146451,0.00756739,0.013869,-0.00158851,-0.415758
117,320.103,0.0301165,-0.00136625,0.00788283,0.0138624,-0.0017398,-0.415105
118,320.183,0.000101084,-0.00127249,0.00715321,0.0138558,-0.00189108,-0.414482
119,323.129,-0.187777,-0.000691052,0.00377285,0.0138493,-0.00204237,-0.414848
120,326.246,-0.294566,-0.000363742,0.0018739,0.0138427,-0.00219366,-0.415109
121,325.21,-0.268634,-0.000443512,0.00208911,0.0138361,-0.00234494,-0.414958
122,328.039,-0.339964,-0.000226102,0.00107313,0.0138295,0.00140582,-0.415207
123,329.785,-0.364933,-0.00015043,0.000681032,0.0138229,0.00131798,-0.415223
124,329.675,-0.369809,-0.000135681,0.000617223,0.0138163,0.00123014,-0.415157
125,328.826,-0.374314,-0.000122024,0.000650042,0.0138097,0.0011423,-0.415089
126,327.567,-0.364821,-0.000151046,0.000745418,0.0138031,0.00105446,-0.415045
127,325.237,-0.331684,-0.000252976,0.00108757,0.0137965,0.000966626,-0.415049
128,325.652,-0.35968,-0.000167047,0.000885206,0.0137899,0.000878787,-0.414964
129,325.058,-0.347243,-0.00020535,0.000884765,0.0137834,0.000790948,-0.414878
130,323.302,-0.33208,-0.000252292,0.00114792,0.0137768,0.00070311,-0.414794
131,323.263,-0.34043,-0.000226498,0.00102399,0.0137702,0.000615271,-0.414673
132,326.392,-0.380131,-0.000104903,0.000436847,0.0137636,0.000527432,-0.414807
133,325.63,-0.384238,-9.23336e-05,0.000457405,0.013757,0.000439594,-0.414762
134,323.384,-0.362401,-0.000159906,0.000663609,0.0137504,0.000351755,-0.414776
135,326.465,-0.391664,-7.03131e-05,0.000272682,0.0137438,0.000263916,-0.414891
136,326.663,-0.394796,-6.07696e-05,0.000221556,0.0137372,0.000176077,-0.414869
137,323.915,-0.37978,-0.000107172,0.000374426,0.0137306,8.82387e-05,-0.414869
138,325.6,-0.400151,-4.46518e-05,0.000207789,0.013724,4e-07,-0.414897
139,322.01,-0.37749,-0.000115071,0.000433878,0.0137175,-8.74387e-05,-0.414978
140,322.657,-0.392555,-6.84251e-05,0.000315151,0.0137109,-0.000175277,-0.414948
141,329.431,-0.411057,-1.2307e-05,4.25242e-05,0.0137043,-0.000263116,-0.415154
142,328.299,-0.410127,-1.51864e-05,4.75659e-05,0.0136977,-0.000350955,-0.41516
143,328.174,-0.411019,-1.25157e-05,3.97384e-05,0.0136911,-0.000438794,-0.415166
