tau,s_tmp,cash,delta,pv,r_for,q,PL,cash,asset,debt,PL,,,
207,271.641,0.454976,0.00197316,0.993451,0.0161315,-0.00411601,-0.2484%,0.4549780,0.535991156,-0.993451,-0.2482%,,,
208,270.062,0.433763,0.00205176,0.990426,0.0161205,-0.00445902,-0.2559%,0.4337627,0.554102409,-0.990426,-0.2561%,,,
209,269.196,0.411765,0.00213352,0.988798,0.0161096,-0.00480203,-0.2698%,0.4117654,0.57433505,-0.988798,-0.2698%,,,
210,270.763,0.435395,0.00204647,0.992283,0.0160986,0.0272483,-0.2778%,0.4353962,0.554108357,-0.992283,-0.2778%,,,
211,265.343,0.367065,0.00230422,0.980679,0.0160877,0.0272138,-0.2205%,0.3670625,0.611408647,-0.980679,-0.2208%,,,
212,267.303,0.391989,0.0022112,0.985408,0.0160767,0.0271793,-0.2358%,0.3919916,0.591060394,-0.985408,-0.2356%,,,
213,266.993,0.392867,0.00220815,0.984954,0.0160658,0.0271448,-0.2527%,0.3928645,0.589560593,-0.984954,-0.2529%,,,
214,272.815,0.484099,0.00187396,0.997231,0.0160548,0.0271103,-0.1886%,0.4841011,0.511244397,-0.997231,-0.1886%,,,
215,268.25,0.419609,0.00211459,0.988199,0.0160438,0.0270758,-0.1350%,0.4196086,0.567238768,-0.988199,-0.1352%,,,
216,267.841,0.397084,0.00219892,0.987559,0.0160329,0.0270413,-0.1514%,0.3970824,0.588960932,-0.987559,-0.1516%,,,
217,266.845,0.39797,0.00219582,0.9856,0.0160219,0.0270068,-0.1685%,0.3979721,0.585943588,-0.9856,-0.1684%,,,
218,266.731,0.374654,0.00228347,0.98559,0.016011,0.0269723,-0.1864%,0.3746518,0.609072237,-0.98559,-0.1866%,,,
219,265.461,0.375509,0.00228048,0.982948,0.016,0.0269378,-0.2060%,0.3755089,0.605378501,-0.982948,-0.2061%,,,
220,266.751,0.376368,0.00227748,0.986126,0.015989,0.0269033,-0.2236%,0.3763705,0.607520067,-0.986126,-0.2235%,,,
221,263.934,0.352397,0.00236854,0.979846,0.0159781,0.0268688,-0.2311%,0.3523949,0.625138236,-0.979846,-0.2313%,,,
222,263.776,0.327609,0.00246274,0.979718,0.0159671,0.0268343,-0.2497%,0.3276107,0.649611706,-0.979718,-0.2496%,,,
223,262.024,0.302163,0.00256009,0.97565,0.0159562,0.0267998,-0.2681%,0.3021627,0.670805022,-0.97565,-0.2682%,,,
224,263.949,0.355082,0.00235984,0.980645,0.0159452,0.0267653,-0.2685%,0.3550815,0.622877408,-0.980645,-0.2686%,,,
225,262.084,0.30417,0.00255433,0.97632,0.0159342,0.0267308,-0.2701%,0.3041701,0.669449024,-0.97632,-0.2701%,,,
226,265.408,0.382348,0.00226001,0.984574,0.0159233,0.0266963,-0.2401%,0.3823477,0.599824734,-0.984574,-0.2402%,,,
227,265.019,0.358204,0.00235134,0.983927,0.0159123,0.0266618,-0.2573%,0.3582042,0.623149775,-0.983927,-0.2573%,,,
228,267.935,0.408585,0.00216354,0.990671,0.0159014,0.0266273,-0.2398%,0.4085838,0.57968809,-0.990671,-0.2399%,,,
229,269.988,0.456629,0.00198581,0.995153,0.0158904,0.0265928,-0.2378%,0.4566303,0.53614487,-0.995153,-0.2378%,,,
230,264.642,0.361638,0.00234497,0.983774,0.0158795,0.0265583,-0.1558%,0.3616383,0.620577551,-0.983774,-0.1558%,,,
231,263.977,0.362207,0.00234305,0.982427,0.0158685,0.0265238,-0.1710%,0.3622055,0.61851131,-0.982427,-0.1710%,,,
232,262.888,0.337343,0.00243786,0.980046,0.0158575,0.0264893,-0.1819%,0.3373430,0.64088414,-0.980046,-0.1819%,,,
233,262.064,0.311877,0.00253526,0.978234,0.0158466,0.0264548,-0.1955%,0.3118789,0.664400377,-0.978234,-0.1955%,,,
234,265.508,0.389627,0.00224266,0.986686,0.0158356,0.0264203,-0.1615%,0.3896269,0.595444171,-0.986686,-0.1615%,,,
235,263.945,0.365239,0.00233529,0.983288,0.0158247,0.0263858,-0.1661%,0.3652375,0.616388119,-0.983288,-0.1662%,,,
236,265.584,0.391,0.00223852,0.987324,0.0158137,0.0263513,-0.1808%,0.3910002,0.594515096,-0.987324,-0.1809%,,,
237,264.309,0.366519,0.00233137,0.984622,0.0158027,0.0263168,-0.1902%,0.3665185,0.616202073,-0.984622,-0.1901%,,,
238,265.319,0.392321,0.00223434,0.987181,0.0157918,0.0262823,-0.2046%,0.3923233,0.592812854,-0.987181,-0.2045%,,,
239,265.255,0.367699,0.0023274,0.987267,0.0157808,0.0262478,-0.2215%,0.3676960,0.617354487,-0.987267,-0.2217%,,,
240,261.576,0.316229,0.00252424,0.978652,0.0157699,0.00337272,-0.2140%,0.3162319,0.660280602,-0.978652,-0.2140%,,,
241,261.785,0.316465,0.00252342,0.979367,0.0157589,0.00314789,-0.2308%,0.3164630,0.660593505,-0.979367,-0.2310%,,,
242,262.689,0.343082,0.00242216,0.981799,0.0157479,0.00292305,-0.2440%,0.3430839,0.636274788,-0.981799,-0.2440%,,,
243,265.925,0.39487,0.00222749,0.989569,0.015737,0.00269821,-0.2353%,0.3948692,0.592345278,-0.989569,-0.2355%,,,
244,267.334,0.420123,0.00213311,0.99284,0.015726,0.00247337,-0.2465%,0.4201220,0.570252829,-0.99284,-0.2465%,,,
245,268.103,0.420487,0.00213183,0.994651,0.0157151,0.00224854,-0.2613%,0.4204878,0.571550018,-0.994651,-0.2613%,,,
246,265.477,0.396039,0.002224,0.989129,0.0157041,0.0020237,-0.2670%,0.3960392,0.590420848,-0.989129,-0.2669%,,,
247,266.095,0.396364,0.00222285,0.990719,0.0156932,0.00179886,-0.2864%,0.3963650,0.591489271,-0.990719,-0.2865%,,,
248,268.474,0.446299,0.00203693,0.995993,0.0156822,0.00157402,-0.2831%,0.4462983,0.546862745,-0.995993,-0.2832%,,,
249,267.102,0.422319,0.00212679,0.993291,0.0156712,0.00134919,-0.2902%,0.4223184,0.568069863,-0.993291,-0.2903%,,,
250,267.729,0.422671,0.00212555,0.994822,0.0156603,0.00112435,-0.3080%,0.4226709,0.569071376,-0.994822,-0.3080%,,,
251,270.373,0.471768,0.00194403,1.00038,0.0156493,0.000899511,-0.2999%,0.4717686,0.525613223,-1.00038,-0.2998%,,,
252,272.59,0.495716,0.00185626,1.00473,0.0156384,0.000674674,-0.3019%,0.4957144,0.505997913,-1.00473,-0.3018%,,,
253,269.573,0.448844,0.00203021,0.999165,0.0156274,0.000449836,-0.3031%,0.4488456,0.5472898,-0.999165,-0.3030%,,,
254,269.017,0.449219,0.00202889,0.998251,0.0156164,0.000224999,-0.3225%,0.4492186,0.545805901,-0.998251,-0.3226%,,,
255,270.223,0.473719,0.0019383,1.00083,0.0156055,1.61E-07,-0.3337%,0.4737177,0.523773241,-1.00083,-0.3339%,,,
256,272.748,0.520732,0.001766,1.00575,0.0155945,-0.000224676,-0.3343%,0.5207334,0.481672968,-1.00575,-0.3344%,,,
257,270.221,0.474958,0.00193548,1.0012,0.0155836,-0.000449514,-0.3232%,0.4749566,0.523007341,-1.0012,-0.3236%,,,
258,266.786,0.426837,0.00211592,0.99432,0.0155726,-0.000674351,-0.2985%,0.4268384,0.564497833,-0.99432,-0.2984%,,,
259,263.687,0.350051,0.00240719,0.987506,0.0155616,-0.000899189,-0.2711%,0.3500497,0.63474471,-0.987506,-0.2712%,,,
260,262.016,0.323385,0.00250901,0.983659,0.0155507,-0.00112403,-0.2873%,0.3233855,0.657400764,-0.983659,-0.2873%,,,
261,264.702,0.377312,0.00230532,0.990263,0.0155397,-0.00134886,-0.2728%,0.3773135,0.610222815,-0.990263,-0.2727%,,,
262,262.263,0.324263,0.00250765,0.984653,0.0155288,-0.0015737,-0.2726%,0.3242618,0.657663812,-0.984653,-0.2727%,,,
263,261.83,0.324448,0.00250698,0.983783,0.0155178,-0.00179854,-0.2932%,0.3244490,0.656402573,-0.983783,-0.2931%,,,
264,265.512,0.404753,0.00220457,0.992664,0.0155068,-0.00202338,-0.2571%,0.4047516,0.58533979,-0.992664,-0.2573%,,,
265,264.79,0.379035,0.00230175,0.991228,0.0154959,-0.00224821,-0.2714%,0.3790343,0.609480383,-0.991228,-0.2713%,,,
266,267.874,0.431246,0.00210688,0.998145,0.0154849,-0.00247305,-0.2520%,0.4312475,0.564378373,-0.998145,-0.2519%,,,
267,268.653,0.456599,0.00201256,0.999937,0.015474,-0.00269789,-0.2656%,0.4565995,0.540680282,-0.999937,-0.2657%,,,
268,267.346,0.431975,0.00210472,0.99742,0.015463,-0.00292273,-0.2755%,0.4319754,0.562688473,-0.99742,-0.2756%,,,
269,264.82,0.380717,0.00229833,0.992059,0.0154521,-0.00314756,-0.2697%,0.3807167,0.608643751,-0.992059,-0.2699%,,,
270,262.017,0.327217,0.00250256,0.985592,0.0154411,-0.0033724,-0.2663%,0.3272158,0.655713264,-0.985592,-0.2663%,,,
271,258.889,0.278618,0.00269035,0.97775,0.0154301,0.00251823,-0.2629%,0.2786185,0.696502021,-0.97775,-0.2629%,,,
272,259.328,0.302432,0.00259858,0.979115,0.0154192,0.00233836,-0.2797%,0.3024328,0.673884554,-0.979115,-0.2798%,,,
273,258.881,0.279018,0.00268909,0.978139,0.0154082,0.00215849,-0.2965%,0.2790174,0.696154308,-0.978139,-0.2967%,,,
274,255.034,0.231121,0.00287696,0.967602,0.0156978,0.00197862,-0.2758%,0.2311205,0.733722617,-0.967602,-0.2759%,,,
275,254.86,0.206465,0.00297376,0.967301,0.015689,0.00179875,-0.2943%,0.2064641,0.757892474,-0.967301,-0.2944%,,,
276,254.283,0.206552,0.00297346,0.965819,0.0156803,0.00161888,-0.3166%,0.2065535,0.756100329,-0.965819,-0.3165%,,,
277,252.9,0.18153,0.00307245,0.961863,0.0156715,0.00143901,-0.3310%,0.1815293,0.777022605,-0.961863,-0.3311%,,,
278,250.192,0.130486,0.00327651,0.953541,0.0156627,0.00125914,-0.3299%,0.1304863,0.81975659,-0.953541,-0.3298%,,,
279,249.047,0.130481,0.00327656,0.949994,0.015654,0.00107927,-0.3494%,0.1304816,0.816017438,-0.949994,-0.3495%,,,
280,251.526,0.156447,0.00317336,0.958219,0.0156452,0.000899399,-0.3590%,0.1564461,0.798182547,-0.958219,-0.3590%,,,
281,250.267,0.1306,0.00327667,0.954404,0.0156364,0.000719528,-0.3763%,0.1306002,0.820042371,-0.954404,-0.3761%,,,
282,252.875,0.182475,0.00307156,0.962821,0.0156277,0.000539658,-0.3626%,0.1824740,0.776720735,-0.962821,-0.3626%,,,
283,247.65,0.10556,0.00338217,0.946113,0.0156189,0.000359787,-0.2959%,0.1055610,0.837594401,-0.946113,-0.2958%,,,
284,243.205,0.0328524,0.00368115,0.930442,0.0156101,0.000179916,-0.2316%,0.0328515,0.895274086,-0.930442,-0.2316%,,,
285,251.185,0.160482,0.00317304,0.958187,0.0156014,4.58E-08,-0.0686%,0.1604834,0.797020052,-0.958187,-0.0684%,,,
286,250.539,0.160505,0.00317298,0.956316,0.0155926,-0.000179825,-0.0856%,0.1605035,0.794955236,-0.956316,-0.0857%,,,
287,249.854,0.134523,0.00327699,0.954312,0.0155838,-0.000359695,-0.1020%,0.1345238,0.818769059,-0.954312,-0.1019%,,,
288,249.303,0.134516,0.00327704,0.952703,0.0155751,-0.000539566,-0.1212%,0.1345151,0.816975903,-0.952703,-0.1212%,,,
289,248.069,0.10818,0.00338321,0.948788,0.0155663,-0.000719436,-0.1337%,0.1081826,0.839269521,-0.948788,-0.1336%,,,
290,248.218,0.108141,0.00338338,0.9495,0.0155575,-0.000899307,-0.1544%,0.1081403,0.839815817,-0.9495,-0.1544%,,,
291,250.345,0.134731,0.00327718,0.956715,0.0155488,-0.00107918,-0.1561%,0.1347297,0.820425627,-0.956715,-0.1560%,,,
292,248.919,0.108214,0.00338372,0.952244,0.01554,-0.00125905,-0.1760%,0.1082141,0.842272199,-0.952244,-0.1758%,,,
293,247.608,0.108175,0.00338388,0.948022,0.0155312,-0.00143892,-0.1972%,0.1081757,0.837875759,-0.948022,-0.1971%,,,
294,250.76,0.161195,0.00317245,0.958671,0.0155225,-0.00161879,-0.1952%,0.1611940,0.795523562,-0.958671,-0.1953%,,,
295,249.843,0.134987,0.00327736,0.955919,0.0155137,-0.00179866,-0.2106%,0.1349869,0.818825454,-0.955919,-0.2107%,,,
296,249.445,0.134977,0.0032774,0.954816,0.0155049,-0.00197853,-0.2307%,0.1349783,0.817531043,-0.954816,-0.2307%,,,
297,247.351,0.0815385,0.00349345,0.947958,0.0154962,-0.0021584,-0.2310%,0.0815378,0.864108351,-0.947958,-0.2312%,,,
298,248.404,0.10855,0.0033847,0.951756,0.0154874,-0.00233827,-0.2433%,0.1085503,0.840773019,-0.951756,-0.2433%,,,
299,248.31,0.108504,0.00338488,0.951648,0.0154786,-0.00251814,-0.2643%,0.1085041,0.840499553,-0.951648,-0.2644%,,,
300,251.031,0.161921,0.00317208,0.960767,0.0154699,-0.00269801,-0.2556%,0.1619217,0.796290414,-0.960767,-0.2555%,,,
301,250.188,0.135928,0.00327629,0.958333,0.0154611,0.0332289,-0.2717%,0.1359280,0.819688443,-0.958333,-0.2717%,,,
302,248.15,0.109619,0.00338264,0.951889,0.0154523,0.0332882,-0.2868%,0.1096172,0.839402116,-0.951889,-0.2870%,,,
303,251.513,0.163788,0.00316759,0.963129,0.0154436,0.0333474,-0.2653%,0.1637892,0.796690064,-0.963129,-0.2650%,,,
304,250.9,0.164252,0.00316606,0.96148,0.0154348,0.0334067,-0.2863%,0.1642515,0.794364454,-0.96148,-0.2864%,,,
305,252.5,0.191034,0.00306031,0.966768,0.015426,0.0334659,-0.3007%,0.1910341,0.772728275,-0.966768,-0.3006%,,,
306,248.705,0.112219,0.00337752,0.954886,0.0154173,0.0335252,-0.2660%,0.1122203,0.840006112,-0.954886,-0.2660%,,,
307,244.919,0.0604681,0.00358915,0.94202,0.0154085,0.0335844,-0.2499%,0.0604676,0.879051029,-0.94202,-0.2501%,,,
308,243.622,0.0376645,0.0036831,0.937586,0.0153997,0.0336437,-0.2639%,0.0376630,0.897284188,-0.937586,-0.2639%,,,
309,241.268,-0.00900167,0.00387686,0.929005,0.015391,0.0337029,-0.2646%,-0.0089999,0.935362258,-0.929005,-0.2643%,,,
310,238.257,-0.0564999,0.00407658,0.917436,0.0153822,0.0337621,-0.2661%,-0.0565013,0.971273721,-0.917436,-0.2664%,,,
311,237.431,-0.0563678,0.00407639,0.914373,0.0153734,0.0338214,-0.2880%,-0.0563675,0.967861354,-0.914373,-0.2879%,,,
312,234.897,-0.1045,0.00428166,0.904072,0.0153647,0.0338806,-0.2822%,-0.1044986,1.005749089,-0.904072,-0.2822%,,,
313,235.636,-0.080088,0.00417844,0.907499,0.0153559,0.0339399,-0.2995%,-0.0800882,0.984590888,-0.907499,-0.2996%,,,
314,235.328,-0.104387,0.00428207,0.906494,0.0153471,0.0339991,-0.3192%,-0.1043868,1.007690969,-0.906494,-0.3190%,,,
315,233.912,-0.12883,0.00438695,0.900715,0.0153384,0.0340584,-0.3385%,-0.1288306,1.026160248,-0.900715,-0.3385%,,,
316,233.325,-0.128823,0.00438731,0.898473,0.0153296,0.0341176,-0.3627%,-0.1288237,1.023669106,-0.898473,-0.3628%,,,
317,230.021,-0.175967,0.00459265,0.883884,0.0153208,0.0341769,-0.3444%,-0.1759664,1.056405946,-0.883884,-0.3444%,,,
318,230.817,-0.176012,0.00459325,0.887835,0.0153121,0.0342361,-0.3647%,-0.1760134,1.060200185,-0.887835,-0.3648%,,,
319,232.236,-0.152849,0.00449391,0.894544,0.0153033,0.0342954,-0.3748%,-0.1528488,1.043647683,-0.894544,-0.3745%,,,
320,233.708,-0.128214,0.00438889,0.901344,0.0152945,0.0343546,-0.3840%,-0.1282125,1.025718704,-0.901344,-0.3838%,,,
321,231.897,-0.152889,0.00449569,0.893645,0.0152858,0.0344139,-0.3997%,-0.1528900,1.042537024,-0.893645,-0.3998%,,,
322,229.185,-0.197602,0.00469118,0.881508,0.015277,0.0344731,-0.3961%,-0.1976015,1.075148088,-0.881508,-0.3961%,,,
323,230.835,-0.176014,0.00459806,0.889426,0.0152682,0.0345324,-0.4045%,-0.1760125,1.06139318,-0.889426,-0.4045%,,,
324,227.234,-0.219227,0.00478864,0.872878,0.0152595,0.0345916,-0.3962%,-0.2192286,1.088141822,-0.872878,-0.3965%,,,
325,225.725,-0.240924,0.00488517,0.865861,0.0152507,0.0346509,-0.4079%,-0.2409228,1.102704998,-0.865861,-0.4079%,,,
326,228.124,-0.197791,0.00469652,0.877714,0.0152419,0.0347101,-0.4115%,-0.1977925,1.071388928,-0.877714,-0.4118%,,,
327,225.224,-0.240999,0.00488877,0.863984,0.0152332,0.0347694,-0.3914%,-0.2409978,1.101068334,-0.863984,-0.3913%,,,
328,218.971,-0.344592,0.00536228,0.832188,0.0152244,0.0348286,-0.2596%,-0.3445919,1.174183814,-0.832188,-0.2596%,,,
329,223.05,-0.28228,0.00508337,0.853712,0.0152156,0.0348879,-0.2147%,-0.2822812,1.133845679,-0.853712,-0.2147%,,,
330,222.561,-0.282688,0.00508564,0.85151,0.0152068,0.0349471,-0.2334%,-0.2826886,1.131865124,-0.85151,-0.2334%,,,
331,222.949,-0.283385,0.00508874,0.853694,0.0151981,0.00195837,-0.2548%,-0.2833848,1.134529494,-0.853694,-0.2549%,,,
332,218.209,-0.34599,0.00537561,0.829033,0.0151893,0.00181854,-0.2016%,-0.3459889,1.173006482,-0.829033,-0.2015%,,,
333,216.882,-0.366937,0.00547215,0.822004,0.0151805,0.0016787,-0.2127%,-0.3669368,1.186810836,-0.822004,-0.2130%,,,
334,217.268,-0.3678,0.00547608,0.824277,0.0151718,0.00153887,-0.2301%,-0.3678011,1.189776949,-0.824277,-0.2301%,,,
335,211.721,-0.434537,0.00579124,0.793296,0.015163,0.00139903,-0.1709%,-0.4345368,1.226127124,-0.793296,-0.1706%,,,
336,211.28,-0.435513,0.00579579,0.79091,0.0151542,0.00125919,-0.1886%,-0.4355121,1.224534511,-0.79091,-0.1888%,,,
337,212.88,-0.420732,0.00572629,0.80025,0.0151455,0.00111936,-0.1969%,-0.4207321,1.219012615,-0.80025,-0.1970%,,,
338,210.74,-0.437323,0.00580495,0.788064,0.0151367,0.00097952,-0.2054%,-0.4373230,1.223335163,-0.788064,-0.2052%,,,
339,206.221,-0.481907,0.00602107,0.761404,0.0151279,0.000839683,-0.1638%,-0.4819069,1.241671076,-0.761404,-0.1640%,,,
340,205.786,-0.49658,0.00609229,0.758889,0.0151192,0.000699847,-0.1761%,-0.4965807,1.25370799,-0.758889,-0.1762%,,,
341,207.078,-0.483915,0.00603104,0.766809,0.0151104,0.000560011,-0.1830%,-0.4839151,1.248895701,-0.766809,-0.1828%,,,
342,204.916,-0.498573,0.00610248,0.753839,0.0151016,0.000420174,-0.1914%,-0.4985728,1.250495792,-0.753839,-0.1916%,,,
343,207.829,-0.471527,0.00597225,0.771572,0.0150929,0.000280338,-0.1894%,-0.4715271,1.241206745,-0.771572,-0.1892%,,,
344,208.663,-0.47258,0.00597721,0.776674,0.0150841,0.000140501,-0.2033%,-0.4725810,1.24722257,-0.776674,-0.2032%,,,
345,207.269,-0.487944,0.00605123,0.768463,0.0150753,6.65E-07,-0.2172%,-0.4879416,1.254232391,-0.768463,-0.2172%,,,
346,208.872,-0.459679,0.00591581,0.778181,0.0150666,-0.000139171,-0.2215%,-0.4596792,1.235647066,-0.778181,-0.2213%,,,
347,208.394,-0.475618,0.0059922,0.775471,0.0150578,-0.000279008,-0.2349%,-0.4756181,1.248738527,-0.775471,-0.2351%,,,
348,209.618,-0.461686,0.00592564,0.782893,0.015049,-0.000418844,-0.2458%,-0.4616869,1.242120806,-0.782893,-0.2459%,,,
349,210.389,-0.447219,0.00585678,0.787573,0.0150403,-0.00055868,-0.2591%,-0.4472195,1.232202087,-0.787573,-0.2590%,,,
350,211.834,-0.432192,0.00578574,0.79618,0.0150315,-0.000698517,-0.2753%,-0.4321911,1.225616447,-0.79618,-0.2755%,,,
351,213.092,-0.433217,0.00579046,0.803611,0.0150227,-0.000838353,-0.2931%,-0.4332184,1.233900702,-0.803611,-0.2929%,,,
352,212.488,-0.434245,0.00579519,0.800287,0.015014,-0.000978189,-0.3123%,-0.4342432,1.231408333,-0.800287,-0.3122%,,,
353,208.234,-0.481666,0.00602282,0.775297,0.0150052,-0.00111803,-0.2804%,-0.4816669,1.2541559,-0.775297,-0.2808%,,,
354,206.286,-0.497203,0.00609802,0.763601,0.0149964,-0.00125786,-0.2871%,-0.4972028,1.257936154,-0.763601,-0.2868%,,,
355,206.896,-0.498329,0.00610334,0.767446,0.0149877,-0.0013977,-0.3016%,-0.4983289,1.262756633,-0.767446,-0.3018%,,,
356,205.513,-0.513371,0.00617641,0.759093,0.0149789,-0.00153753,-0.3130%,-0.5133716,1.269332548,-0.759093,-0.3132%,,,
357,206.103,-0.500549,0.00611407,0.762834,0.0149701,-0.00167737,-0.3254%,-0.5005494,1.260128169,-0.762834,-0.3255%,,,
358,208.137,-0.487035,0.00604901,0.775352,0.0149614,-0.00181721,-0.3363%,-0.4870345,1.259022794,-0.775352,-0.3364%,,,
359,211.94,-0.440421,0.00582894,0.798117,0.0149526,-0.00195704,-0.3153%,-0.4404202,1.235385544,-0.798117,-0.3152%,,,
360,220.368,-0.342801,0.0053859,0.845688,0.0149438,0.00177441,-0.1606%,-0.3428009,1.186880011,-0.845688,-0.1609%,,,
361,222.619,-0.29855,0.00518709,0.857779,0.0149351,0.00165608,-0.1586%,-0.2985507,1.154744789,-0.857779,-0.1585%,,,
362,223.408,-0.299309,0.00519046,0.862069,0.0149263,0.00153775,-0.1790%,-0.2993102,1.159590288,-0.862069,-0.1789%,,,
363,220.779,-0.322631,0.00529605,0.84847,0.0149175,0.00141942,-0.1846%,-0.3226288,1.169256623,-0.84847,-0.1842%,,,
364,222.61,-0.300637,0.00519721,0.858347,0.0149088,0.00130109,-0.2033%,-0.3006372,1.156950918,-0.858347,-0.2033%,,,
365,220.957,-0.324096,0.00530334,0.849821,0.0153,0.00118276,-0.2107%,-0.3240960,1.171810096,-0.849821,-0.2107%,,,
366,220.508,-0.347435,0.00540914,0.847612,0.0152934,0.00106443,-0.2291%,-0.3474359,1.192758643,-0.847612,-0.2289%,,,
367,220.779,-0.325712,0.00531069,0.849263,0.0152868,0.000946104,-0.2487%,-0.3257108,1.172488828,-0.849263,-0.2485%,,,
368,221.908,-0.326542,0.00531439,0.855474,0.0152803,0.000827775,-0.2709%,-0.3265440,1.179305656,-0.855474,-0.2712%,,,
369,220.812,-0.327372,0.00531809,0.849839,0.0152737,0.000709446,-0.2911%,-0.3273704,1.174298089,-0.849839,-0.2911%,,,
370,215.257,-0.413806,0.00571958,0.819188,0.0152671,0.000591117,-0.1817%,-0.4138074,1.231179632,-0.819188,-0.1816%,,,
371,214.411,-0.432636,0.00580733,0.814488,0.0152605,0.000472787,-0.1968%,-0.4326363,1.245155433,-0.814488,-0.1969%,,,
372,211.639,-0.467759,0.0059732,0.798394,0.015254,0.000354458,-0.1991%,-0.4677574,1.264162075,-0.798394,-0.1989%,,,
373,206.59,-0.515367,0.00620356,0.767885,0.0152474,0.000236129,-0.1656%,-0.5153678,1.28159346,-0.767885,-0.1659%,,,
374,204.572,-0.530862,0.0062792,0.755378,0.0152408,0.0001178,-0.1689%,-0.5308619,1.284548502,-0.755378,-0.1691%,,,
375,207.366,-0.502532,0.00614247,0.772935,0.0152342,-5.30E-07,-0.1727%,-0.5025310,1.273739434,-0.772935,-0.1727%,,,
376,204.571,-0.532989,0.00629125,0.755605,0.0152277,-0.000118859,-0.1583%,-0.5329894,1.287007304,-0.755605,-0.1587%,,,
377,206.239,-0.519776,0.00622708,0.766202,0.0152211,-0.000237188,-0.1710%,-0.5197777,1.284266752,-0.766202,-0.1713%,,,
378,204.528,-0.535414,0.00630342,0.755564,0.0152145,-0.000355517,-0.1749%,-0.5354126,1.289225886,-0.755564,-0.1751%,,,
379,202.454,-0.563308,0.00644108,0.742442,0.0152079,-0.000473846,-0.1729%,-0.5633078,1.30402241,-0.742442,-0.1727%,,,
380,201.264,-0.576183,0.00650492,0.734861,0.0152014,-0.000592176,-0.1834%,-0.5761823,1.309206219,-0.734861,-0.1837%,,,
381,198.432,-0.587567,0.00656216,0.716437,0.0151948,-0.000710505,-0.1861%,-0.5875677,1.302142533,-0.716437,-0.1862%,,,
382,200.295,-0.578771,0.00651811,0.728737,0.0151882,-0.000828834,-0.1965%,-0.5787714,1.305544842,-0.728737,-0.1964%,,,
383,196.599,-0.607898,0.00666612,0.704439,0.0151816,-0.000947163,-0.1786%,-0.6078970,1.310552526,-0.704439,-0.1783%,,,
384,198.086,-0.600707,0.00662968,0.714375,0.0151751,-0.00106549,-0.1837%,-0.6007089,1.313246792,-0.714375,-0.1837%,,,
385,200.645,-0.582363,0.0065381,0.731297,0.0151685,-0.00118382,-0.1822%,-0.5823612,1.311837075,-0.731297,-0.1821%,,,
386,201.806,-0.572004,0.00648663,0.738955,0.0151619,-0.00130215,-0.1917%,-0.5720049,1.309040854,-0.738955,-0.1919%,,,
387,201.024,-0.58508,0.00655153,0.733946,0.0151553,-0.00142048,-0.2012%,-0.5850793,1.317014767,-0.733946,-0.2011%,,,
388,202.342,-0.574645,0.00649982,0.742634,0.0151488,-0.00153881,-0.2093%,-0.5746468,1.315186578,-0.742634,-0.2094%,,,
389,200.576,-0.587752,0.00656501,0.731201,0.0151422,-0.00165714,-0.2167%,-0.5877503,1.316783446,-0.731201,-0.2168%,,,
390,201.799,-0.577166,0.00651292,0.739395,0.0151356,0.0267992,-0.2263%,-0.5771674,1.314300743,-0.739395,-0.2262%,,,
391,200.277,-0.590204,0.00657837,0.729604,0.015129,0.0268274,-0.2313%,-0.5902022,1.317496208,-0.729604,-0.2310%,,,
392,198.452,-0.601802,0.00663718,0.717694,0.0151225,0.0268556,-0.2336%,-0.6018034,1.317161645,-0.717694,-0.2336%,,,
393,199.137,-0.603099,0.00664405,0.722445,0.0151159,0.0268839,-0.2463%,-0.6030976,1.323076185,-0.722445,-0.2466%,,,
394,198.474,-0.604391,0.00665093,0.7182,0.0151093,0.0269121,-0.2553%,-0.6043922,1.320036681,-0.7182,-0.2556%,,,
395,200.787,-0.595131,0.00660518,0.733745,0.0151027,0.0269403,-0.2641%,-0.5951314,1.326234277,-0.733745,-0.2642%,,,
396,197.97,-0.61656,0.00671378,0.715189,0.0150962,0.0269685,-0.2618%,-0.6165585,1.329127027,-0.715189,-0.2621%,,,
397,193.598,-0.64171,0.00684406,0.68574,0.0150896,0.0269967,-0.2452%,-0.6417113,1.324996328,-0.68574,-0.2455%,,,
398,195.465,-0.627824,0.00677339,0.698611,0.015083,0.0270249,-0.2476%,-0.6278240,1.323960676,-0.698611,-0.2474%,,,
399,195.305,-0.637271,0.00682212,0.697686,0.0150764,0.0270531,-0.2560%,-0.6372691,1.332394147,-0.697686,-0.2561%,,,
400,196.012,-0.630474,0.00678782,0.702659,0.0150699,0.0270813,-0.2638%,-0.6304749,1.330494174,-0.702659,-0.2640%,,,
401,201.213,-0.601759,0.00664549,0.737748,0.0150633,0.0271095,-0.2346%,-0.6017599,1.337158979,-0.737748,-0.2349%,,,
402,202.449,-0.590717,0.00659132,0.746116,0.0150567,0.0271377,-0.2424%,-0.5907171,1.334406143,-0.746116,-0.2427%,,,
403,199.544,-0.614894,0.00671285,0.727019,0.0150501,0.0271659,-0.2407%,-0.6148940,1.33950894,-0.727019,-0.2404%,,,
404,199.179,-0.616186,0.00671971,0.724767,0.0150436,0.0271941,-0.2532%,-0.6161861,1.338425118,-0.724767,-0.2528%,,,
